model_code,risk_factor_code,score
aviation_consulting_activity_small_model,demand,55
aviation_consulting_activity_small_model,location,60
aviation_consulting_activity_small_model,staff,50
aviation_consulting_activity_small_model,technology,40
aviation_consulting_activity_small_model,financial,55
aviation_consulting_activity_small_model,reputation,45
aviation_consulting_activity_medium_model,competition,60
aviation_consulting_activity_medium_model,regulatory,40
aviation_consulting_activity_medium_model,demand,50
aviation_consulting_activity_medium_model,location,55
aviation_consulting_activity_medium_model,staff,45
aviation_consulting_activity_medium_model,technology,35
aviation_consulting_activity_medium_model,financial,50
aviation_consulting_activity_medium_model,reputation,40
aviation_consulting_activity_large_model,competition,55
aviation_consulting_activity_large_model,regulatory,35
aviation_consulting_activity_large_model,demand,45
aviation_consulting_activity_large_model,location,50
aviation_consulting_activity_large_model,staff,40
aviation_consulting_activity_large_model,technology,30
aviation_consulting_activity_large_model,financial,45
aviation_consulting_activity_large_model,reputation,35
aviation_maintenance_activity_small_model,competition,65
aviation_maintenance_activity_small_model,regulatory,45
aviation_maintenance_activity_small_model,demand,55
aviation_maintenance_activity_small_model,location,60
aviation_maintenance_activity_small_model,staff,50
aviation_maintenance_activity_small_model,technology,40
aviation_maintenance_activity_small_model,financial,55
aviation_maintenance_activity_small_model,reputation,45
aviation_maintenance_activity_medium_model,competition,60
aviation_maintenance_activity_medium_model,regulatory,40
aviation_maintenance_activity_medium_model,demand,50
aviation_maintenance_activity_medium_model,location,55
aviation_maintenance_activity_medium_model,staff,45
aviation_maintenance_activity_medium_model,technology,35
aviation_maintenance_activity_medium_model,financial,50
aviation_maintenance_activity_medium_model,reputation,40
aviation_maintenance_activity_large_model,competition,55
aviation_maintenance_activity_large_model,regulatory,35
aviation_maintenance_activity_large_model,demand,45
aviation_maintenance_activity_large_model,location,50
aviation_maintenance_activity_large_model,staff,40
aviation_maintenance_activity_large_model,technology,30
aviation_maintenance_activity_large_model,financial,45
aviation_maintenance_activity_large_model,reputation,35
aviation_cleaning_activity_small_model,competition,65
aviation_cleaning_activity_small_model,regulatory,45
aviation_cleaning_activity_small_model,demand,55
aviation_cleaning_activity_small_model,location,60
aviation_cleaning_activity_small_model,staff,50
aviation_cleaning_activity_small_model,technology,40
aviation_cleaning_activity_small_model,financial,55
aviation_cleaning_activity_small_model,reputation,45
aviation_cleaning_activity_medium_model,competition,60
aviation_cleaning_activity_medium_model,regulatory,40
aviation_cleaning_activity_medium_model,demand,50
aviation_cleaning_activity_medium_model,location,55
aviation_cleaning_activity_medium_model,staff,45
aviation_cleaning_activity_medium_model,technology,35
aviation_cleaning_activity_medium_model,financial,50
aviation_cleaning_activity_medium_model,reputation,40
aviation_cleaning_activity_large_model,competition,55
aviation_cleaning_activity_large_model,regulatory,35
aviation_cleaning_activity_large_model,demand,45
aviation_cleaning_activity_large_model,location,50
aviation_cleaning_activity_large_model,staff,40
aviation_cleaning_activity_large_model,technology,30
aviation_cleaning_activity_large_model,financial,45
aviation_cleaning_activity_large_model,reputation,35
aviation_security_activity_small_model,competition,65
aviation_security_activity_small_model,regulatory,45
aviation_security_activity_small_model,demand,55
aviation_security_activity_small_model,location,60
aviation_security_activity_small_model,staff,50
aviation_security_activity_small_model,technology,40
aviation_security_activity_small_model,financial,55
aviation_security_activity_small_model,reputation,45
aviation_security_activity_medium_model,competition,60
aviation_security_activity_medium_model,regulatory,40
aviation_security_activity_medium_model,demand,50
aviation_security_activity_medium_model,location,55
aviation_security_activity_medium_model,staff,45
aviation_security_activity_medium_model,technology,35
aviation_security_activity_medium_model,financial,50
aviation_security_activity_medium_model,reputation,40
aviation_security_activity_large_model,competition,55
aviation_security_activity_large_model,regulatory,35
aviation_security_activity_large_model,demand,45
aviation_security_activity_large_model,location,50
aviation_security_activity_large_model,staff,40
aviation_security_activity_large_model,technology,30
aviation_security_activity_large_model,financial,45
aviation_security_activity_large_model,reputation,35
private_aviation_consulting_activity_small_model,competition,65
private_aviation_consulting_activity_small_model,regulatory,45
private_aviation_consulting_activity_small_model,demand,55
private_aviation_consulting_activity_small_model,location,60
private_aviation_consulting_activity_small_model,staff,50
private_aviation_consulting_activity_small_model,technology,40
private_aviation_consulting_activity_small_model,financial,55
private_aviation_consulting_activity_small_model,reputation,45
private_aviation_consulting_activity_medium_model,competition,60
private_aviation_consulting_activity_medium_model,regulatory,40
private_aviation_consulting_activity_medium_model,demand,50
private_aviation_consulting_activity_medium_model,location,55
private_aviation_consulting_activity_medium_model,staff,45
private_aviation_consulting_activity_medium_model,technology,35
private_aviation_consulting_activity_medium_model,financial,50
private_aviation_consulting_activity_medium_model,reputation,40
private_aviation_consulting_activity_large_model,competition,55
private_aviation_consulting_activity_large_model,regulatory,35
private_aviation_consulting_activity_large_model,demand,45
private_aviation_consulting_activity_large_model,location,50
private_aviation_consulting_activity_large_model,staff,40
private_aviation_consulting_activity_large_model,technology,30
private_aviation_consulting_activity_large_model,financial,45
private_aviation_consulting_activity_large_model,reputation,35
private_aviation_maintenance_activity_small_model,competition,65
private_aviation_maintenance_activity_small_model,regulatory,45
private_aviation_maintenance_activity_small_model,demand,55
private_aviation_maintenance_activity_small_model,location,60
private_aviation_maintenance_activity_small_model,staff,50
private_aviation_maintenance_activity_small_model,technology,40
private_aviation_maintenance_activity_small_model,financial,55
private_aviation_maintenance_activity_small_model,reputation,45
private_aviation_maintenance_activity_medium_model,competition,60
private_aviation_maintenance_activity_medium_model,regulatory,40
private_aviation_maintenance_activity_medium_model,demand,50
private_aviation_maintenance_activity_medium_model,location,55
private_aviation_maintenance_activity_medium_model,staff,45
private_aviation_maintenance_activity_medium_model,technology,35
private_aviation_maintenance_activity_medium_model,financial,50
private_aviation_maintenance_activity_medium_model,reputation,40
private_aviation_maintenance_activity_large_model,competition,55
private_aviation_maintenance_activity_large_model,regulatory,35
private_aviation_maintenance_activity_large_model,demand,45
private_aviation_maintenance_activity_large_model,location,50
private_aviation_maintenance_activity_large_model,staff,40
private_aviation_maintenance_activity_large_model,technology,30
private_aviation_maintenance_activity_large_model,financial,45
private_aviation_maintenance_activity_large_model,reputation,35
private_aviation_cleaning_activity_small_model,competition,65
private_aviation_cleaning_activity_small_model,regulatory,45
private_aviation_cleaning_activity_small_model,demand,55
private_aviation_cleaning_activity_small_model,location,60
private_aviation_cleaning_activity_small_model,staff,50
private_aviation_cleaning_activity_small_model,technology,40
private_aviation_cleaning_activity_small_model,financial,55
private_aviation_cleaning_activity_small_model,reputation,45
private_aviation_cleaning_activity_medium_model,competition,60
private_aviation_cleaning_activity_medium_model,regulatory,40
private_aviation_cleaning_activity_medium_model,demand,50
private_aviation_cleaning_activity_medium_model,location,55
private_aviation_cleaning_activity_medium_model,staff,45
private_aviation_cleaning_activity_medium_model,technology,35
private_aviation_cleaning_activity_medium_model,financial,50
private_aviation_cleaning_activity_medium_model,reputation,40
private_aviation_cleaning_activity_large_model,competition,55
private_aviation_cleaning_activity_large_model,regulatory,35
private_aviation_cleaning_activity_large_model,demand,45
private_aviation_cleaning_activity_large_model,location,50
private_aviation_cleaning_activity_large_model,staff,40
private_aviation_cleaning_activity_large_model,technology,30
private_aviation_cleaning_activity_large_model,financial,45
private_aviation_cleaning_activity_large_model,reputation,35
private_aviation_security_activity_small_model,competition,65
private_aviation_security_activity_small_model,regulatory,45
private_aviation_security_activity_small_model,demand,55
private_aviation_security_activity_small_model,location,60
private_aviation_security_activity_small_model,staff,50
private_aviation_security_activity_small_model,technology,40
private_aviation_security_activity_small_model,financial,55
private_aviation_security_activity_small_model,reputation,45
private_aviation_security_activity_medium_model,competition,60
private_aviation_security_activity_medium_model,regulatory,40
private_aviation_security_activity_medium_model,demand,50
private_aviation_security_activity_medium_model,location,55
private_aviation_security_activity_medium_model,staff,45
private_aviation_security_activity_medium_model,technology,35
private_aviation_security_activity_medium_model,financial,50
private_aviation_security_activity_medium_model,reputation,40
private_aviation_security_activity_large_model,competition,55
private_aviation_security_activity_large_model,regulatory,35
private_aviation_security_activity_large_model,demand,45
private_aviation_security_activity_large_model,location,50
private_aviation_security_activity_large_model,staff,40
private_aviation_security_activity_large_model,technology,30
private_aviation_security_activity_large_model,financial,45
private_aviation_security_activity_large_model,reputation,35
hajj_umrah_consulting_activity_small_model,competition,65
hajj_umrah_consulting_activity_small_model,regulatory,45
hajj_umrah_consulting_activity_small_model,demand,55
hajj_umrah_consulting_activity_small_model,location,60
hajj_umrah_consulting_activity_small_model,staff,50
hajj_umrah_consulting_activity_small_model,technology,40
hajj_umrah_consulting_activity_small_model,financial,55
hajj_umrah_consulting_activity_small_model,reputation,45
hajj_umrah_consulting_activity_medium_model,competition,60
hajj_umrah_consulting_activity_medium_model,regulatory,40
hajj_umrah_consulting_activity_medium_model,demand,50
hajj_umrah_consulting_activity_medium_model,location,55
hajj_umrah_consulting_activity_medium_model,staff,45
hajj_umrah_consulting_activity_medium_model,technology,35
hajj_umrah_consulting_activity_medium_model,financial,50
hajj_umrah_consulting_activity_medium_model,reputation,40
hajj_umrah_consulting_activity_large_model,competition,55
hajj_umrah_consulting_activity_large_model,regulatory,35
hajj_umrah_consulting_activity_large_model,demand,45
hajj_umrah_consulting_activity_large_model,location,50
hajj_umrah_consulting_activity_large_model,staff,40
hajj_umrah_consulting_activity_large_model,technology,30
hajj_umrah_consulting_activity_large_model,financial,45
hajj_umrah_consulting_activity_large_model,reputation,35
hajj_umrah_maintenance_activity_small_model,competition,65
hajj_umrah_maintenance_activity_small_model,regulatory,45
hajj_umrah_maintenance_activity_small_model,demand,55
hajj_umrah_maintenance_activity_small_model,location,60
hajj_umrah_maintenance_activity_small_model,staff,50
hajj_umrah_maintenance_activity_small_model,technology,40
hajj_umrah_maintenance_activity_small_model,financial,55
hajj_umrah_maintenance_activity_small_model,reputation,45
hajj_umrah_maintenance_activity_medium_model,competition,60
hajj_umrah_maintenance_activity_medium_model,regulatory,40
hajj_umrah_maintenance_activity_medium_model,demand,50
hajj_umrah_maintenance_activity_medium_model,location,55
hajj_umrah_maintenance_activity_medium_model,staff,45
hajj_umrah_maintenance_activity_medium_model,technology,35
hajj_umrah_maintenance_activity_medium_model,financial,50
hajj_umrah_maintenance_activity_medium_model,reputation,40
hajj_umrah_maintenance_activity_large_model,competition,55
hajj_umrah_maintenance_activity_large_model,regulatory,35
hajj_umrah_maintenance_activity_large_model,demand,45
hajj_umrah_maintenance_activity_large_model,location,50
hajj_umrah_maintenance_activity_large_model,staff,40
hajj_umrah_maintenance_activity_large_model,technology,30
hajj_umrah_maintenance_activity_large_model,financial,45
hajj_umrah_maintenance_activity_large_model,reputation,35
hajj_umrah_cleaning_activity_small_model,competition,65
hajj_umrah_cleaning_activity_small_model,regulatory,45
hajj_umrah_cleaning_activity_small_model,demand,55
hajj_umrah_cleaning_activity_small_model,location,60
hajj_umrah_cleaning_activity_small_model,staff,50
hajj_umrah_cleaning_activity_small_model,technology,40
hajj_umrah_cleaning_activity_small_model,financial,55
hajj_umrah_cleaning_activity_small_model,reputation,45
hajj_umrah_cleaning_activity_medium_model,competition,60
hajj_umrah_cleaning_activity_medium_model,regulatory,40
hajj_umrah_cleaning_activity_medium_model,demand,50
hajj_umrah_cleaning_activity_medium_model,location,55
hajj_umrah_cleaning_activity_medium_model,staff,45
hajj_umrah_cleaning_activity_medium_model,technology,35
hajj_umrah_cleaning_activity_medium_model,financial,50
hajj_umrah_cleaning_activity_medium_model,reputation,40
hajj_umrah_cleaning_activity_large_model,competition,55
hajj_umrah_cleaning_activity_large_model,regulatory,35
hajj_umrah_cleaning_activity_large_model,demand,45
hajj_umrah_cleaning_activity_large_model,location,50
hajj_umrah_cleaning_activity_large_model,staff,40
hajj_umrah_cleaning_activity_large_model,technology,30
hajj_umrah_cleaning_activity_large_model,financial,45
hajj_umrah_cleaning_activity_large_model,reputation,35
hajj_umrah_security_activity_small_model,competition,65
hajj_umrah_security_activity_small_model,regulatory,45
hajj_umrah_security_activity_small_model,demand,55
hajj_umrah_security_activity_small_model,location,60
hajj_umrah_security_activity_small_model,staff,50
hajj_umrah_security_activity_small_model,technology,40
hajj_umrah_security_activity_small_model,financial,55
hajj_umrah_security_activity_small_model,reputation,45
hajj_umrah_security_activity_medium_model,competition,60
hajj_umrah_security_activity_medium_model,regulatory,40
hajj_umrah_security_activity_medium_model,demand,50
hajj_umrah_security_activity_medium_model,location,55
hajj_umrah_security_activity_medium_model,staff,45
hajj_umrah_security_activity_medium_model,technology,35
hajj_umrah_security_activity_medium_model,financial,50
hajj_umrah_security_activity_medium_model,reputation,40
hajj_umrah_security_activity_large_model,competition,55
hajj_umrah_security_activity_large_model,regulatory,35
hajj_umrah_security_activity_large_model,demand,45
hajj_umrah_security_activity_large_model,location,50
hajj_umrah_security_activity_large_model,staff,40
hajj_umrah_security_activity_large_model,technology,30
hajj_umrah_security_activity_large_model,financial,45
hajj_umrah_security_activity_large_model,reputation,35
tourism_events_activity_small_model,competition,100
tourism_events_activity_small_model,regulatory,45
tourism_events_activity_small_model,demand,100
tourism_events_activity_small_model,location,60
tourism_events_activity_small_model,staff,50
tourism_events_activity_small_model,technology,40
tourism_events_activity_small_model,financial,55
tourism_events_activity_small_model,reputation,100
tourism_events_activity_medium_model,competition,100
tourism_events_activity_medium_model,regulatory,40
tourism_events_activity_medium_model,demand,100
tourism_events_activity_medium_model,location,55
tourism_events_activity_medium_model,staff,45
tourism_events_activity_medium_model,technology,35
tourism_events_activity_medium_model,financial,50
tourism_events_activity_medium_model,reputation,95
tourism_events_activity_large_model,competition,100
tourism_events_activity_large_model,regulatory,35
tourism_events_activity_large_model,demand,100
tourism_events_activity_large_model,location,50
tourism_events_activity_large_model,staff,40
tourism_events_activity_large_model,technology,30
tourism_events_activity_large_model,financial,45
tourism_events_activity_large_model,reputation,90
tourism_media_activity_small_model,competition,100
tourism_media_activity_small_model,regulatory,45
tourism_media_activity_small_model,demand,100
tourism_media_activity_small_model,location,60
tourism_media_activity_small_model,staff,50
tourism_media_activity_small_model,technology,40
tourism_media_activity_small_model,financial,55
tourism_media_activity_small_model,reputation,100
tourism_media_activity_medium_model,competition,100
tourism_media_activity_medium_model,regulatory,40
tourism_media_activity_medium_model,demand,100
tourism_media_activity_medium_model,location,55
tourism_media_activity_medium_model,staff,45
tourism_media_activity_medium_model,technology,35
tourism_media_activity_medium_model,financial,50
tourism_media_activity_medium_model,reputation,95
tourism_media_activity_large_model,competition,100
tourism_media_activity_large_model,regulatory,35
tourism_media_activity_large_model,demand,100
tourism_media_activity_large_model,location,50
tourism_media_activity_large_model,staff,40
tourism_media_activity_large_model,technology,30
tourism_media_activity_large_model,financial,45
tourism_media_activity_large_model,reputation,90
tourism_sports_activity_small_model,competition,100
tourism_sports_activity_small_model,regulatory,45
tourism_sports_activity_small_model,demand,100
tourism_sports_activity_small_model,location,60
tourism_sports_activity_small_model,staff,50
tourism_sports_activity_small_model,technology,40
tourism_sports_activity_small_model,financial,55
tourism_sports_activity_small_model,reputation,100
tourism_sports_activity_medium_model,competition,100
tourism_sports_activity_medium_model,regulatory,40
tourism_sports_activity_medium_model,demand,100
tourism_sports_activity_medium_model,location,55
tourism_sports_activity_medium_model,staff,45
tourism_sports_activity_medium_model,technology,35
tourism_sports_activity_medium_model,financial,50
tourism_sports_activity_medium_model,reputation,95
tourism_sports_activity_large_model,competition,100
tourism_sports_activity_large_model,regulatory,35
tourism_sports_activity_large_model,demand,100
tourism_sports_activity_large_model,location,50
tourism_sports_activity_large_model,staff,40
tourism_sports_activity_large_model,technology,30
tourism_sports_activity_large_model,financial,45
tourism_sports_activity_large_model,reputation,90
tourism_tourism_activity_small_model,competition,100
tourism_tourism_activity_small_model,regulatory,45
tourism_tourism_activity_small_model,demand,100
tourism_tourism_activity_small_model,location,60
tourism_tourism_activity_small_model,staff,50
tourism_tourism_activity_small_model,technology,40
tourism_tourism_activity_small_model,financial,55
tourism_tourism_activity_small_model,reputation,100
tourism_tourism_activity_medium_model,competition,100
tourism_tourism_activity_medium_model,regulatory,40
tourism_tourism_activity_medium_model,demand,100
tourism_tourism_activity_medium_model,location,55
tourism_tourism_activity_medium_model,staff,45
tourism_tourism_activity_medium_model,technology,35
tourism_tourism_activity_medium_model,financial,50
tourism_tourism_activity_medium_model,reputation,95
tourism_tourism_activity_large_model,competition,100
tourism_tourism_activity_large_model,regulatory,35
tourism_tourism_activity_large_model,demand,100
tourism_tourism_activity_large_model,location,50
tourism_tourism_activity_large_model,staff,40
tourism_tourism_activity_large_model,technology,30
tourism_tourism_activity_large_model,financial,45
tourism_tourism_activity_large_model,reputation,90
hospitality_software_activity_small_model,competition,100
hospitality_software_activity_small_model,regulatory,45
hospitality_software_activity_small_model,demand,55
hospitality_software_activity_small_model,location,60
hospitality_software_activity_small_model,staff,50
hospitality_software_activity_small_model,technology,100
hospitality_software_activity_small_model,financial,100
hospitality_software_activity_small_model,reputation,45
hospitality_software_activity_medium_model,competition,100
hospitality_software_activity_medium_model,regulatory,40
hospitality_software_activity_medium_model,demand,50
hospitality_software_activity_medium_model,location,55
hospitality_software_activity_medium_model,staff,45
hospitality_software_activity_medium_model,technology,95
hospitality_software_activity_medium_model,financial,95
hospitality_software_activity_medium_model,reputation,40
hospitality_software_activity_large_model,competition,100
hospitality_software_activity_large_model,regulatory,35
hospitality_software_activity_large_model,demand,45
hospitality_software_activity_large_model,location,50
hospitality_software_activity_large_model,staff,40
hospitality_software_activity_large_model,technology,90
hospitality_software_activity_large_model,financial,90
hospitality_software_activity_large_model,reputation,35
hospitality_hardware_activity_small_model,competition,100
hospitality_hardware_activity_small_model,regulatory,45
hospitality_hardware_activity_small_model,demand,55
hospitality_hardware_activity_small_model,location,60
hospitality_hardware_activity_small_model,staff,50
hospitality_hardware_activity_small_model,technology,100
hospitality_hardware_activity_small_model,financial,100
hospitality_hardware_activity_small_model,reputation,45
hospitality_hardware_activity_medium_model,competition,100
hospitality_hardware_activity_medium_model,regulatory,40
hospitality_hardware_activity_medium_model,demand,50
hospitality_hardware_activity_medium_model,location,55
hospitality_hardware_activity_medium_model,staff,45
hospitality_hardware_activity_medium_model,technology,95
hospitality_hardware_activity_medium_model,financial,95
hospitality_hardware_activity_medium_model,reputation,40
hospitality_hardware_activity_large_model,competition,100
hospitality_hardware_activity_large_model,regulatory,35
hospitality_hardware_activity_large_model,demand,45
hospitality_hardware_activity_large_model,location,50
hospitality_hardware_activity_large_model,staff,40
hospitality_hardware_activity_large_model,technology,90
hospitality_hardware_activity_large_model,financial,90
hospitality_hardware_activity_large_model,reputation,35
hospitality_it_services_activity_small_model,competition,100
hospitality_it_services_activity_small_model,regulatory,45
hospitality_it_services_activity_small_model,demand,55
hospitality_it_services_activity_small_model,location,60
hospitality_it_services_activity_small_model,staff,50
hospitality_it_services_activity_small_model,technology,100
hospitality_it_services_activity_small_model,financial,100
hospitality_it_services_activity_small_model,reputation,45
hospitality_it_services_activity_medium_model,competition,100
hospitality_it_services_activity_medium_model,regulatory,40
hospitality_it_services_activity_medium_model,demand,50
hospitality_it_services_activity_medium_model,location,55
hospitality_it_services_activity_medium_model,staff,45
hospitality_it_services_activity_medium_model,technology,95
hospitality_it_services_activity_medium_model,financial,95
hospitality_it_services_activity_medium_model,reputation,40
hospitality_it_services_activity_large_model,competition,100
hospitality_it_services_activity_large_model,regulatory,35
hospitality_it_services_activity_large_model,demand,45
hospitality_it_services_activity_large_model,location,50
hospitality_it_services_activity_large_model,staff,40
hospitality_it_services_activity_large_model,technology,90
hospitality_it_services_activity_large_model,financial,90
hospitality_it_services_activity_large_model,reputation,35
hospitality_telecom_activity_small_model,competition,100
hospitality_telecom_activity_small_model,regulatory,45
hospitality_telecom_activity_small_model,demand,55
hospitality_telecom_activity_small_model,location,60
hospitality_telecom_activity_small_model,staff,50
hospitality_telecom_activity_small_model,technology,100
hospitality_telecom_activity_small_model,financial,100
hospitality_telecom_activity_small_model,reputation,45
hospitality_telecom_activity_medium_model,competition,100
hospitality_telecom_activity_medium_model,regulatory,40
hospitality_telecom_activity_medium_model,demand,50
hospitality_telecom_activity_medium_model,location,55
hospitality_telecom_activity_medium_model,staff,45
hospitality_telecom_activity_medium_model,technology,95
hospitality_telecom_activity_medium_model,financial,95
hospitality_telecom_activity_medium_model,reputation,40
hospitality_telecom_activity_large_model,competition,100
hospitality_telecom_activity_large_model,regulatory,35
hospitality_telecom_activity_large_model,demand,45
hospitality_telecom_activity_large_model,location,50
hospitality_telecom_activity_large_model,staff,40
hospitality_telecom_activity_large_model,technology,90
hospitality_telecom_activity_large_model,financial,90
hospitality_telecom_activity_large_model,reputation,35
entertainment_events_activity_small_model,competition,100
entertainment_events_activity_small_model,regulatory,45
entertainment_events_activity_small_model,demand,100
entertainment_events_activity_small_model,location,60
entertainment_events_activity_small_model,staff,50
entertainment_events_activity_small_model,technology,40
entertainment_events_activity_small_model,financial,55
entertainment_events_activity_small_model,reputation,100
entertainment_events_activity_medium_model,competition,100
entertainment_events_activity_medium_model,regulatory,40
entertainment_events_activity_medium_model,demand,100
entertainment_events_activity_medium_model,location,55
entertainment_events_activity_medium_model,staff,45
entertainment_events_activity_medium_model,technology,35
entertainment_events_activity_medium_model,financial,50
entertainment_events_activity_medium_model,reputation,95
entertainment_events_activity_large_model,competition,100
entertainment_events_activity_large_model,regulatory,35
entertainment_events_activity_large_model,demand,100
entertainment_events_activity_large_model,location,50
entertainment_events_activity_large_model,staff,40
entertainment_events_activity_large_model,technology,30
entertainment_events_activity_large_model,financial,45
entertainment_events_activity_large_model,reputation,90
entertainment_media_activity_small_model,competition,100
entertainment_media_activity_small_model,regulatory,45
entertainment_media_activity_small_model,demand,100
entertainment_media_activity_small_model,location,60
entertainment_media_activity_small_model,staff,50
entertainment_media_activity_small_model,technology,40
entertainment_media_activity_small_model,financial,55
entertainment_media_activity_small_model,reputation,100
entertainment_media_activity_medium_model,competition,100
entertainment_media_activity_medium_model,regulatory,40
entertainment_media_activity_medium_model,demand,100
entertainment_media_activity_medium_model,location,55
entertainment_media_activity_medium_model,staff,45
entertainment_media_activity_medium_model,technology,35
entertainment_media_activity_medium_model,financial,50
entertainment_media_activity_medium_model,reputation,95
entertainment_media_activity_large_model,competition,100
entertainment_media_activity_large_model,regulatory,35
entertainment_media_activity_large_model,demand,100
entertainment_media_activity_large_model,location,50
entertainment_media_activity_large_model,staff,40
entertainment_media_activity_large_model,technology,30
entertainment_media_activity_large_model,financial,45
entertainment_media_activity_large_model,reputation,90
entertainment_sports_activity_small_model,competition,100
entertainment_sports_activity_small_model,regulatory,45
entertainment_sports_activity_small_model,demand,100
entertainment_sports_activity_small_model,location,60
entertainment_sports_activity_small_model,staff,50
entertainment_sports_activity_small_model,technology,40
entertainment_sports_activity_small_model,financial,55
entertainment_sports_activity_small_model,reputation,100
entertainment_sports_activity_medium_model,competition,100
entertainment_sports_activity_medium_model,regulatory,40
entertainment_sports_activity_medium_model,demand,100
entertainment_sports_activity_medium_model,location,55
entertainment_sports_activity_medium_model,staff,45
entertainment_sports_activity_medium_model,technology,35
entertainment_sports_activity_medium_model,financial,50
entertainment_sports_activity_medium_model,reputation,95
entertainment_sports_activity_large_model,competition,100
entertainment_sports_activity_large_model,regulatory,35
entertainment_sports_activity_large_model,demand,100
entertainment_sports_activity_large_model,location,50
entertainment_sports_activity_large_model,staff,40
entertainment_sports_activity_large_model,technology,30
entertainment_sports_activity_large_model,financial,45
entertainment_sports_activity_large_model,reputation,90
entertainment_tourism_activity_small_model,competition,100
entertainment_tourism_activity_small_model,regulatory,45
entertainment_tourism_activity_small_model,demand,100
entertainment_tourism_activity_small_model,location,60
entertainment_tourism_activity_small_model,staff,50
entertainment_tourism_activity_small_model,technology,40
entertainment_tourism_activity_small_model,financial,55
entertainment_tourism_activity_small_model,reputation,100
entertainment_tourism_activity_medium_model,competition,100
entertainment_tourism_activity_medium_model,regulatory,40
entertainment_tourism_activity_medium_model,demand,100
entertainment_tourism_activity_medium_model,location,55
entertainment_tourism_activity_medium_model,staff,45
entertainment_tourism_activity_medium_model,technology,35
entertainment_tourism_activity_medium_model,financial,50
entertainment_tourism_activity_medium_model,reputation,95
entertainment_tourism_activity_large_model,competition,100
entertainment_tourism_activity_large_model,regulatory,35
entertainment_tourism_activity_large_model,demand,100
entertainment_tourism_activity_large_model,location,50
entertainment_tourism_activity_large_model,staff,40
entertainment_tourism_activity_large_model,technology,30
entertainment_tourism_activity_large_model,financial,45
entertainment_tourism_activity_large_model,reputation,90
culture_consulting_activity_small_model,competition,65
culture_consulting_activity_small_model,regulatory,45
culture_consulting_activity_small_model,demand,55
culture_consulting_activity_small_model,location,60
culture_consulting_activity_small_model,staff,50
culture_consulting_activity_small_model,technology,40
culture_consulting_activity_small_model,financial,55
culture_consulting_activity_small_model,reputation,45
culture_consulting_activity_medium_model,competition,60
culture_consulting_activity_medium_model,regulatory,40
culture_consulting_activity_medium_model,demand,50
culture_consulting_activity_medium_model,location,55
culture_consulting_activity_medium_model,staff,45
culture_consulting_activity_medium_model,technology,35
culture_consulting_activity_medium_model,financial,50
culture_consulting_activity_medium_model,reputation,40
culture_consulting_activity_large_model,competition,55
culture_consulting_activity_large_model,regulatory,35
culture_consulting_activity_large_model,demand,45
culture_consulting_activity_large_model,location,50
culture_consulting_activity_large_model,staff,40
culture_consulting_activity_large_model,technology,30
culture_consulting_activity_large_model,financial,45
culture_consulting_activity_large_model,reputation,35
culture_maintenance_activity_small_model,competition,65
culture_maintenance_activity_small_model,regulatory,45
culture_maintenance_activity_small_model,demand,55
culture_maintenance_activity_small_model,location,60
culture_maintenance_activity_small_model,staff,50
culture_maintenance_activity_small_model,technology,40
culture_maintenance_activity_small_model,financial,55
culture_maintenance_activity_small_model,reputation,45
culture_maintenance_activity_medium_model,competition,60
culture_maintenance_activity_medium_model,regulatory,40
culture_maintenance_activity_medium_model,demand,50
culture_maintenance_activity_medium_model,location,55
culture_maintenance_activity_medium_model,staff,45
culture_maintenance_activity_medium_model,technology,35
culture_maintenance_activity_medium_model,financial,50
culture_maintenance_activity_medium_model,reputation,40
culture_maintenance_activity_large_model,competition,55
culture_maintenance_activity_large_model,regulatory,35
culture_maintenance_activity_large_model,demand,45
culture_maintenance_activity_large_model,location,50
culture_maintenance_activity_large_model,staff,40
culture_maintenance_activity_large_model,technology,30
culture_maintenance_activity_large_model,financial,45
culture_maintenance_activity_large_model,reputation,35
culture_cleaning_activity_small_model,competition,65
culture_cleaning_activity_small_model,regulatory,45
culture_cleaning_activity_small_model,demand,55
culture_cleaning_activity_small_model,location,60
culture_cleaning_activity_small_model,staff,50
culture_cleaning_activity_small_model,technology,40
culture_cleaning_activity_small_model,financial,55
culture_cleaning_activity_small_model,reputation,45
culture_cleaning_activity_medium_model,competition,60
culture_cleaning_activity_medium_model,regulatory,40
culture_cleaning_activity_medium_model,demand,50
culture_cleaning_activity_medium_model,location,55
culture_cleaning_activity_medium_model,staff,45
culture_cleaning_activity_medium_model,technology,35
culture_cleaning_activity_medium_model,financial,50
culture_cleaning_activity_medium_model,reputation,40
culture_cleaning_activity_large_model,competition,55
culture_cleaning_activity_large_model,regulatory,35
culture_cleaning_activity_large_model,demand,45
culture_cleaning_activity_large_model,location,50
culture_cleaning_activity_large_model,staff,40
culture_cleaning_activity_large_model,technology,30
culture_cleaning_activity_large_model,financial,45
culture_cleaning_activity_large_model,reputation,35
culture_security_activity_small_model,competition,65
culture_security_activity_small_model,regulatory,45
culture_security_activity_small_model,demand,55
culture_security_activity_small_model,location,60
culture_security_activity_small_model,staff,50
culture_security_activity_small_model,technology,40
culture_security_activity_small_model,financial,55
culture_security_activity_small_model,reputation,45
culture_security_activity_medium_model,competition,60
culture_security_activity_medium_model,regulatory,40
culture_security_activity_medium_model,demand,50
culture_security_activity_medium_model,location,55
culture_security_activity_medium_model,staff,45
