activity_detail_code,requirement_name_ar,requirement_name_en,issuing_authority,estimated_cost,mandatory,sort_order
culture_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,568
culture_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,569
culture_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,570
culture_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,571
culture_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,572
culture_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,573
culture_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,574
culture_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,575
culture_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,576
culture_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,577
culture_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,578
culture_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,579
culture_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,580
culture_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,581
culture_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,582
media_events_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,583
media_events_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,584
media_events_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,585
media_events_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,586
media_media_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,587
media_media_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,588
media_media_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,589
media_media_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,590
media_sports_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,591
media_sports_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,592
media_sports_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,593
media_sports_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,594
media_tourism_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,595
media_tourism_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,596
media_tourism_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,597
media_tourism_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,598
advertising_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,599
advertising_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,600
advertising_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,601
advertising_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,602
advertising_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,603
advertising_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,604
advertising_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,605
advertising_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,606
advertising_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,607
advertising_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,608
advertising_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,609
advertising_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,610
advertising_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,611
advertising_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,612
advertising_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,613
advertising_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,614
technology_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,615
technology_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,616
technology_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,617
technology_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,618
technology_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,619
technology_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,620
technology_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,621
technology_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,622
technology_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,623
technology_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,624
technology_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,625
technology_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,626
technology_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,627
technology_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,628
technology_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,629
technology_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,630
artificial_intelligence_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,631
artificial_intelligence_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,632
artificial_intelligence_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,633
artificial_intelligence_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,634
artificial_intelligence_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,635
artificial_intelligence_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,636
artificial_intelligence_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,637
artificial_intelligence_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,638
artificial_intelligence_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,639
artificial_intelligence_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,640
artificial_intelligence_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,641
artificial_intelligence_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,642
artificial_intelligence_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,643
artificial_intelligence_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,644
artificial_intelligence_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,645
artificial_intelligence_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,646
cybersecurity_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,647
cybersecurity_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,648
cybersecurity_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,649
cybersecurity_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,650
cybersecurity_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,651
cybersecurity_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,652
cybersecurity_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,653
cybersecurity_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,654
cybersecurity_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,655
cybersecurity_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,656
cybersecurity_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,657
cybersecurity_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,658
cybersecurity_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,659
cybersecurity_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,660
cybersecurity_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,661
cybersecurity_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,662
commerce_retail_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,663
commerce_retail_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,664
commerce_retail_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,665
commerce_retail_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,666
commerce_wholesale_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,667
commerce_wholesale_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,668
commerce_wholesale_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,669
commerce_wholesale_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,670
commerce_ecommerce_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,671
commerce_ecommerce_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,672
commerce_ecommerce_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,673
commerce_ecommerce_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,674
commerce_import_export_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,675
commerce_import_export_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,676
commerce_import_export_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,677
commerce_import_export_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,678
ecommerce_retail_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,679
ecommerce_retail_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,680
ecommerce_retail_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,681
ecommerce_retail_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,682
ecommerce_wholesale_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,683
ecommerce_wholesale_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,684
ecommerce_wholesale_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,685
ecommerce_wholesale_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,686
ecommerce_ecommerce_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,687
ecommerce_ecommerce_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,688
ecommerce_ecommerce_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,689
ecommerce_ecommerce_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,690
ecommerce_import_export_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,691
ecommerce_import_export_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,692
ecommerce_import_export_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,693
ecommerce_import_export_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,694
public_services_public_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,695
public_services_public_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,696
public_services_public_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,697
public_services_public_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,698
public_services_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,699
public_services_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,700
public_services_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,701
public_services_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,702
public_services_facilities_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,703
public_services_facilities_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,704
public_services_facilities_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,705
public_services_facilities_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,706
public_services_digital_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,707
public_services_digital_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,708
public_services_digital_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,709
public_services_digital_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,710
facilities_management_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,711
facilities_management_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,712
facilities_management_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,713
facilities_management_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,714
facilities_management_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,715
facilities_management_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,716
facilities_management_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,717
facilities_management_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,718
facilities_management_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,719
facilities_management_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,720
facilities_management_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,721
facilities_management_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,722
facilities_management_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,723
facilities_management_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,724
facilities_management_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,725
facilities_management_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,726
consulting_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,727
consulting_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,728
consulting_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,729
consulting_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,730
consulting_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,731
consulting_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,732
consulting_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,733
consulting_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,734
consulting_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,735
consulting_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,736
consulting_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,737
consulting_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,738
consulting_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,739
consulting_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,740
consulting_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,741
consulting_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,742
commercial_brokerage_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,743
commercial_brokerage_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,744
commercial_brokerage_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,745
commercial_brokerage_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,746
commercial_brokerage_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,747
commercial_brokerage_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,748
commercial_brokerage_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,749
commercial_brokerage_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,750
commercial_brokerage_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,751
commercial_brokerage_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,752
commercial_brokerage_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,753
commercial_brokerage_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,754
commercial_brokerage_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,755
commercial_brokerage_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,756
commercial_brokerage_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,757
commercial_brokerage_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,758
insurance_agent_banking_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,759
insurance_agent_banking_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,760
insurance_agent_banking_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,761
insurance_agent_banking_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,762
insurance_agent_insurance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,763
insurance_agent_insurance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,764
insurance_agent_insurance_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,765
insurance_agent_insurance_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,766
insurance_agent_fintech_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,767
insurance_agent_fintech_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,768
insurance_agent_fintech_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,769
insurance_agent_fintech_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,770
insurance_agent_investment_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,771
insurance_agent_investment_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,772
insurance_agent_investment_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,773
insurance_agent_investment_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,774
insurance_broker_banking_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,775
insurance_broker_banking_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,776
insurance_broker_banking_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,777
insurance_broker_banking_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,778
insurance_broker_insurance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,779
insurance_broker_insurance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,780
insurance_broker_insurance_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,781
insurance_broker_insurance_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,782
insurance_broker_fintech_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,783
insurance_broker_fintech_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,784
insurance_broker_fintech_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,785
insurance_broker_fintech_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,786
insurance_broker_investment_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,787
insurance_broker_investment_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,788
insurance_broker_investment_activity_medium,ترخيص من البنك المركزي,Central Bank License,SAMA,50000,true,789
insurance_broker_investment_activity_medium,اعتماد مؤسسي,Institutional Approval,Ministry of Finance,15000,true,790
human_resources_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,791
human_resources_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,792
human_resources_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,793
human_resources_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,794
human_resources_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,795
human_resources_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,796
human_resources_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,797
human_resources_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,798
human_resources_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,799
human_resources_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,800
human_resources_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,801
human_resources_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,802
human_resources_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,803
human_resources_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,804
human_resources_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,805
human_resources_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,806
energy_renewable_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,807
energy_renewable_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,808
energy_renewable_activity_medium,ترخيص وزارة الطاقة,Ministry of Energy License,Ministry of Energy,30000,true,809
energy_renewable_activity_medium,موافقة هيئة الكهرباء,Electricity Authority Approval,Saudi Electricity Company,12000,true,810
energy_oil_gas_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,811
energy_oil_gas_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,812
energy_oil_gas_activity_medium,ترخيص وزارة الطاقة,Ministry of Energy License,Ministry of Energy,30000,true,813
energy_oil_gas_activity_medium,موافقة هيئة الكهرباء,Electricity Authority Approval,Saudi Electricity Company,12000,true,814
energy_utilities_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,815
energy_utilities_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,816
energy_utilities_activity_medium,ترخيص وزارة الطاقة,Ministry of Energy License,Ministry of Energy,30000,true,817
energy_utilities_activity_medium,موافقة هيئة الكهرباء,Electricity Authority Approval,Saudi Electricity Company,12000,true,818
energy_efficiency_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,819
energy_efficiency_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,820
energy_efficiency_activity_medium,ترخيص وزارة الطاقة,Ministry of Energy License,Ministry of Energy,30000,true,821
energy_efficiency_activity_medium,موافقة هيئة الكهرباء,Electricity Authority Approval,Saudi Electricity Company,12000,true,822
automotive_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,823
automotive_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,824
automotive_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,825
automotive_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,826
automotive_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,827
automotive_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,828
automotive_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,829
automotive_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,830
automotive_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,831
automotive_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,832
automotive_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,833
automotive_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,834
automotive_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,835
automotive_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,836
automotive_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,837
automotive_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,838
heavy_equipment_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,839
heavy_equipment_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,840
heavy_equipment_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,841
heavy_equipment_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,842
heavy_equipment_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,843
heavy_equipment_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,844
heavy_equipment_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,845
heavy_equipment_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,846
heavy_equipment_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,847
