model_code,assumption_code,value
ports_maintenance_activity_large_model,revenue_growth_rate,5
ports_maintenance_activity_large_model,cogs_ratio,35
ports_maintenance_activity_large_model,vat_rate,15
ports_maintenance_activity_large_model,corporate_tax_rate,20
ports_maintenance_activity_large_model,annual_depreciation_rate,10
ports_maintenance_activity_large_model,working_capital_days,30
ports_maintenance_activity_large_model,discount_rate,10
ports_maintenance_activity_large_model,loan_ratio,50
ports_maintenance_activity_large_model,interest_rate,8
ports_maintenance_activity_large_model,loan_term_years,5
ports_cleaning_activity_small_model,rent_monthly,5000
ports_cleaning_activity_small_model,salaries_monthly,15000
ports_cleaning_activity_small_model,marketing_monthly,2000
ports_cleaning_activity_small_model,utilities_monthly,1000
ports_cleaning_activity_small_model,insurance_monthly,800
ports_cleaning_activity_small_model,revenue_growth_rate,5
ports_cleaning_activity_small_model,cogs_ratio,35
ports_cleaning_activity_small_model,vat_rate,15
ports_cleaning_activity_small_model,corporate_tax_rate,20
ports_cleaning_activity_small_model,annual_depreciation_rate,10
ports_cleaning_activity_small_model,working_capital_days,30
ports_cleaning_activity_small_model,discount_rate,10
ports_cleaning_activity_small_model,loan_ratio,50
ports_cleaning_activity_small_model,interest_rate,8
ports_cleaning_activity_small_model,loan_term_years,5
ports_cleaning_activity_medium_model,rent_monthly,15000
ports_cleaning_activity_medium_model,salaries_monthly,45000
ports_cleaning_activity_medium_model,marketing_monthly,6000
ports_cleaning_activity_medium_model,utilities_monthly,3000
ports_cleaning_activity_medium_model,insurance_monthly,2000
ports_cleaning_activity_medium_model,revenue_growth_rate,5
ports_cleaning_activity_medium_model,cogs_ratio,35
ports_cleaning_activity_medium_model,vat_rate,15
ports_cleaning_activity_medium_model,corporate_tax_rate,20
ports_cleaning_activity_medium_model,annual_depreciation_rate,10
ports_cleaning_activity_medium_model,working_capital_days,30
ports_cleaning_activity_medium_model,discount_rate,10
ports_cleaning_activity_medium_model,loan_ratio,50
ports_cleaning_activity_medium_model,interest_rate,8
ports_cleaning_activity_medium_model,loan_term_years,5
ports_cleaning_activity_large_model,rent_monthly,40000
ports_cleaning_activity_large_model,salaries_monthly,120000
ports_cleaning_activity_large_model,marketing_monthly,18000
ports_cleaning_activity_large_model,utilities_monthly,8000
ports_cleaning_activity_large_model,insurance_monthly,5000
ports_cleaning_activity_large_model,revenue_growth_rate,5
ports_cleaning_activity_large_model,cogs_ratio,35
ports_cleaning_activity_large_model,vat_rate,15
ports_cleaning_activity_large_model,corporate_tax_rate,20
ports_cleaning_activity_large_model,annual_depreciation_rate,10
ports_cleaning_activity_large_model,working_capital_days,30
ports_cleaning_activity_large_model,discount_rate,10
ports_cleaning_activity_large_model,loan_ratio,50
ports_cleaning_activity_large_model,interest_rate,8
ports_cleaning_activity_large_model,loan_term_years,5
ports_security_activity_small_model,rent_monthly,5000
ports_security_activity_small_model,salaries_monthly,15000
ports_security_activity_small_model,marketing_monthly,2000
ports_security_activity_small_model,utilities_monthly,1000
ports_security_activity_small_model,insurance_monthly,800
ports_security_activity_small_model,revenue_growth_rate,5
ports_security_activity_small_model,cogs_ratio,35
ports_security_activity_small_model,vat_rate,15
ports_security_activity_small_model,corporate_tax_rate,20
ports_security_activity_small_model,annual_depreciation_rate,10
ports_security_activity_small_model,working_capital_days,30
ports_security_activity_small_model,discount_rate,10
ports_security_activity_small_model,loan_ratio,50
ports_security_activity_small_model,interest_rate,8
ports_security_activity_small_model,loan_term_years,5
ports_security_activity_medium_model,rent_monthly,15000
ports_security_activity_medium_model,salaries_monthly,45000
ports_security_activity_medium_model,marketing_monthly,6000
ports_security_activity_medium_model,utilities_monthly,3000
ports_security_activity_medium_model,insurance_monthly,2000
ports_security_activity_medium_model,revenue_growth_rate,5
ports_security_activity_medium_model,cogs_ratio,35
ports_security_activity_medium_model,vat_rate,15
ports_security_activity_medium_model,corporate_tax_rate,20
ports_security_activity_medium_model,annual_depreciation_rate,10
ports_security_activity_medium_model,working_capital_days,30
ports_security_activity_medium_model,discount_rate,10
ports_security_activity_medium_model,loan_ratio,50
ports_security_activity_medium_model,interest_rate,8
ports_security_activity_medium_model,loan_term_years,5
ports_security_activity_large_model,rent_monthly,40000
ports_security_activity_large_model,salaries_monthly,120000
ports_security_activity_large_model,marketing_monthly,18000
ports_security_activity_large_model,utilities_monthly,8000
ports_security_activity_large_model,insurance_monthly,5000
ports_security_activity_large_model,revenue_growth_rate,5
ports_security_activity_large_model,cogs_ratio,35
ports_security_activity_large_model,vat_rate,15
ports_security_activity_large_model,corporate_tax_rate,20
ports_security_activity_large_model,annual_depreciation_rate,10
ports_security_activity_large_model,working_capital_days,30
ports_security_activity_large_model,discount_rate,10
ports_security_activity_large_model,loan_ratio,50
ports_security_activity_large_model,interest_rate,8
ports_security_activity_large_model,loan_term_years,5
aviation_consulting_activity_small_model,rent_monthly,5000
aviation_consulting_activity_small_model,salaries_monthly,15000
aviation_consulting_activity_small_model,marketing_monthly,2000
aviation_consulting_activity_small_model,utilities_monthly,1000
aviation_consulting_activity_small_model,insurance_monthly,800
aviation_consulting_activity_small_model,revenue_growth_rate,5
aviation_consulting_activity_small_model,cogs_ratio,35
aviation_consulting_activity_small_model,vat_rate,15
aviation_consulting_activity_small_model,corporate_tax_rate,20
aviation_consulting_activity_small_model,annual_depreciation_rate,10
aviation_consulting_activity_small_model,working_capital_days,30
aviation_consulting_activity_small_model,discount_rate,10
aviation_consulting_activity_small_model,loan_ratio,50
aviation_consulting_activity_small_model,interest_rate,8
aviation_consulting_activity_small_model,loan_term_years,5
aviation_consulting_activity_medium_model,rent_monthly,15000
aviation_consulting_activity_medium_model,salaries_monthly,45000
aviation_consulting_activity_medium_model,marketing_monthly,6000
aviation_consulting_activity_medium_model,utilities_monthly,3000
aviation_consulting_activity_medium_model,insurance_monthly,2000
aviation_consulting_activity_medium_model,revenue_growth_rate,5
aviation_consulting_activity_medium_model,cogs_ratio,35
aviation_consulting_activity_medium_model,vat_rate,15
aviation_consulting_activity_medium_model,corporate_tax_rate,20
aviation_consulting_activity_medium_model,annual_depreciation_rate,10
aviation_consulting_activity_medium_model,working_capital_days,30
aviation_consulting_activity_medium_model,discount_rate,10
aviation_consulting_activity_medium_model,loan_ratio,50
aviation_consulting_activity_medium_model,interest_rate,8
aviation_consulting_activity_medium_model,loan_term_years,5
aviation_consulting_activity_large_model,rent_monthly,40000
aviation_consulting_activity_large_model,salaries_monthly,120000
aviation_consulting_activity_large_model,marketing_monthly,18000
aviation_consulting_activity_large_model,utilities_monthly,8000
aviation_consulting_activity_large_model,insurance_monthly,5000
aviation_consulting_activity_large_model,revenue_growth_rate,5
aviation_consulting_activity_large_model,cogs_ratio,35
aviation_consulting_activity_large_model,vat_rate,15
aviation_consulting_activity_large_model,corporate_tax_rate,20
aviation_consulting_activity_large_model,annual_depreciation_rate,10
aviation_consulting_activity_large_model,working_capital_days,30
aviation_consulting_activity_large_model,discount_rate,10
aviation_consulting_activity_large_model,loan_ratio,50
aviation_consulting_activity_large_model,interest_rate,8
aviation_consulting_activity_large_model,loan_term_years,5
aviation_maintenance_activity_small_model,rent_monthly,5000
aviation_maintenance_activity_small_model,salaries_monthly,15000
aviation_maintenance_activity_small_model,marketing_monthly,2000
aviation_maintenance_activity_small_model,utilities_monthly,1000
aviation_maintenance_activity_small_model,insurance_monthly,800
aviation_maintenance_activity_small_model,revenue_growth_rate,5
aviation_maintenance_activity_small_model,cogs_ratio,35
aviation_maintenance_activity_small_model,vat_rate,15
aviation_maintenance_activity_small_model,corporate_tax_rate,20
aviation_maintenance_activity_small_model,annual_depreciation_rate,10
aviation_maintenance_activity_small_model,working_capital_days,30
aviation_maintenance_activity_small_model,discount_rate,10
aviation_maintenance_activity_small_model,loan_ratio,50
aviation_maintenance_activity_small_model,interest_rate,8
aviation_maintenance_activity_small_model,loan_term_years,5
aviation_maintenance_activity_medium_model,rent_monthly,15000
aviation_maintenance_activity_medium_model,salaries_monthly,45000
aviation_maintenance_activity_medium_model,marketing_monthly,6000
aviation_maintenance_activity_medium_model,utilities_monthly,3000
aviation_maintenance_activity_medium_model,insurance_monthly,2000
aviation_maintenance_activity_medium_model,revenue_growth_rate,5
aviation_maintenance_activity_medium_model,cogs_ratio,35
aviation_maintenance_activity_medium_model,vat_rate,15
aviation_maintenance_activity_medium_model,corporate_tax_rate,20
aviation_maintenance_activity_medium_model,annual_depreciation_rate,10
aviation_maintenance_activity_medium_model,working_capital_days,30
aviation_maintenance_activity_medium_model,discount_rate,10
aviation_maintenance_activity_medium_model,loan_ratio,50
aviation_maintenance_activity_medium_model,interest_rate,8
aviation_maintenance_activity_medium_model,loan_term_years,5
aviation_maintenance_activity_large_model,rent_monthly,40000
aviation_maintenance_activity_large_model,salaries_monthly,120000
aviation_maintenance_activity_large_model,marketing_monthly,18000
aviation_maintenance_activity_large_model,utilities_monthly,8000
aviation_maintenance_activity_large_model,insurance_monthly,5000
aviation_maintenance_activity_large_model,revenue_growth_rate,5
aviation_maintenance_activity_large_model,cogs_ratio,35
aviation_maintenance_activity_large_model,vat_rate,15
aviation_maintenance_activity_large_model,corporate_tax_rate,20
aviation_maintenance_activity_large_model,annual_depreciation_rate,10
aviation_maintenance_activity_large_model,working_capital_days,30
aviation_maintenance_activity_large_model,discount_rate,10
aviation_maintenance_activity_large_model,loan_ratio,50
aviation_maintenance_activity_large_model,interest_rate,8
aviation_maintenance_activity_large_model,loan_term_years,5
aviation_cleaning_activity_small_model,rent_monthly,5000
aviation_cleaning_activity_small_model,salaries_monthly,15000
aviation_cleaning_activity_small_model,marketing_monthly,2000
aviation_cleaning_activity_small_model,utilities_monthly,1000
aviation_cleaning_activity_small_model,insurance_monthly,800
aviation_cleaning_activity_small_model,revenue_growth_rate,5
aviation_cleaning_activity_small_model,cogs_ratio,35
aviation_cleaning_activity_small_model,vat_rate,15
aviation_cleaning_activity_small_model,corporate_tax_rate,20
aviation_cleaning_activity_small_model,annual_depreciation_rate,10
aviation_cleaning_activity_small_model,working_capital_days,30
aviation_cleaning_activity_small_model,discount_rate,10
aviation_cleaning_activity_small_model,loan_ratio,50
aviation_cleaning_activity_small_model,interest_rate,8
aviation_cleaning_activity_small_model,loan_term_years,5
aviation_cleaning_activity_medium_model,rent_monthly,15000
aviation_cleaning_activity_medium_model,salaries_monthly,45000
aviation_cleaning_activity_medium_model,marketing_monthly,6000
aviation_cleaning_activity_medium_model,utilities_monthly,3000
aviation_cleaning_activity_medium_model,insurance_monthly,2000
aviation_cleaning_activity_medium_model,revenue_growth_rate,5
aviation_cleaning_activity_medium_model,cogs_ratio,35
aviation_cleaning_activity_medium_model,vat_rate,15
aviation_cleaning_activity_medium_model,corporate_tax_rate,20
aviation_cleaning_activity_medium_model,annual_depreciation_rate,10
aviation_cleaning_activity_medium_model,working_capital_days,30
aviation_cleaning_activity_medium_model,discount_rate,10
aviation_cleaning_activity_medium_model,loan_ratio,50
aviation_cleaning_activity_medium_model,interest_rate,8
aviation_cleaning_activity_medium_model,loan_term_years,5
aviation_cleaning_activity_large_model,rent_monthly,40000
aviation_cleaning_activity_large_model,salaries_monthly,120000
aviation_cleaning_activity_large_model,marketing_monthly,18000
aviation_cleaning_activity_large_model,utilities_monthly,8000
aviation_cleaning_activity_large_model,insurance_monthly,5000
aviation_cleaning_activity_large_model,revenue_growth_rate,5
aviation_cleaning_activity_large_model,cogs_ratio,35
aviation_cleaning_activity_large_model,vat_rate,15
aviation_cleaning_activity_large_model,corporate_tax_rate,20
aviation_cleaning_activity_large_model,annual_depreciation_rate,10
aviation_cleaning_activity_large_model,working_capital_days,30
aviation_cleaning_activity_large_model,discount_rate,10
aviation_cleaning_activity_large_model,loan_ratio,50
aviation_cleaning_activity_large_model,interest_rate,8
aviation_cleaning_activity_large_model,loan_term_years,5
aviation_security_activity_small_model,rent_monthly,5000
aviation_security_activity_small_model,salaries_monthly,15000
aviation_security_activity_small_model,marketing_monthly,2000
aviation_security_activity_small_model,utilities_monthly,1000
aviation_security_activity_small_model,insurance_monthly,800
aviation_security_activity_small_model,revenue_growth_rate,5
aviation_security_activity_small_model,cogs_ratio,35
aviation_security_activity_small_model,vat_rate,15
aviation_security_activity_small_model,corporate_tax_rate,20
aviation_security_activity_small_model,annual_depreciation_rate,10
aviation_security_activity_small_model,working_capital_days,30
aviation_security_activity_small_model,discount_rate,10
aviation_security_activity_small_model,loan_ratio,50
aviation_security_activity_small_model,interest_rate,8
aviation_security_activity_small_model,loan_term_years,5
aviation_security_activity_medium_model,rent_monthly,15000
aviation_security_activity_medium_model,salaries_monthly,45000
aviation_security_activity_medium_model,marketing_monthly,6000
aviation_security_activity_medium_model,utilities_monthly,3000
aviation_security_activity_medium_model,insurance_monthly,2000
aviation_security_activity_medium_model,revenue_growth_rate,5
aviation_security_activity_medium_model,cogs_ratio,35
aviation_security_activity_medium_model,vat_rate,15
aviation_security_activity_medium_model,corporate_tax_rate,20
aviation_security_activity_medium_model,annual_depreciation_rate,10
aviation_security_activity_medium_model,working_capital_days,30
aviation_security_activity_medium_model,discount_rate,10
aviation_security_activity_medium_model,loan_ratio,50
aviation_security_activity_medium_model,interest_rate,8
aviation_security_activity_medium_model,loan_term_years,5
aviation_security_activity_large_model,rent_monthly,40000
aviation_security_activity_large_model,salaries_monthly,120000
aviation_security_activity_large_model,marketing_monthly,18000
aviation_security_activity_large_model,utilities_monthly,8000
aviation_security_activity_large_model,insurance_monthly,5000
aviation_security_activity_large_model,revenue_growth_rate,5
aviation_security_activity_large_model,cogs_ratio,35
aviation_security_activity_large_model,vat_rate,15
aviation_security_activity_large_model,corporate_tax_rate,20
aviation_security_activity_large_model,annual_depreciation_rate,10
aviation_security_activity_large_model,working_capital_days,30
aviation_security_activity_large_model,discount_rate,10
aviation_security_activity_large_model,loan_ratio,50
aviation_security_activity_large_model,interest_rate,8
aviation_security_activity_large_model,loan_term_years,5
private_aviation_consulting_activity_small_model,rent_monthly,5000
private_aviation_consulting_activity_small_model,salaries_monthly,15000
private_aviation_consulting_activity_small_model,marketing_monthly,2000
private_aviation_consulting_activity_small_model,utilities_monthly,1000
private_aviation_consulting_activity_small_model,insurance_monthly,800
private_aviation_consulting_activity_small_model,revenue_growth_rate,5
private_aviation_consulting_activity_small_model,cogs_ratio,35
private_aviation_consulting_activity_small_model,vat_rate,15
private_aviation_consulting_activity_small_model,corporate_tax_rate,20
private_aviation_consulting_activity_small_model,annual_depreciation_rate,10
private_aviation_consulting_activity_small_model,working_capital_days,30
private_aviation_consulting_activity_small_model,discount_rate,10
private_aviation_consulting_activity_small_model,loan_ratio,50
private_aviation_consulting_activity_small_model,interest_rate,8
private_aviation_consulting_activity_small_model,loan_term_years,5
private_aviation_consulting_activity_medium_model,rent_monthly,15000
private_aviation_consulting_activity_medium_model,salaries_monthly,45000
private_aviation_consulting_activity_medium_model,marketing_monthly,6000
private_aviation_consulting_activity_medium_model,utilities_monthly,3000
private_aviation_consulting_activity_medium_model,insurance_monthly,2000
private_aviation_consulting_activity_medium_model,revenue_growth_rate,5
private_aviation_consulting_activity_medium_model,cogs_ratio,35
private_aviation_consulting_activity_medium_model,vat_rate,15
private_aviation_consulting_activity_medium_model,corporate_tax_rate,20
private_aviation_consulting_activity_medium_model,annual_depreciation_rate,10
private_aviation_consulting_activity_medium_model,working_capital_days,30
private_aviation_consulting_activity_medium_model,discount_rate,10
private_aviation_consulting_activity_medium_model,loan_ratio,50
private_aviation_consulting_activity_medium_model,interest_rate,8
private_aviation_consulting_activity_medium_model,loan_term_years,5
private_aviation_consulting_activity_large_model,rent_monthly,40000
private_aviation_consulting_activity_large_model,salaries_monthly,120000
private_aviation_consulting_activity_large_model,marketing_monthly,18000
private_aviation_consulting_activity_large_model,utilities_monthly,8000
private_aviation_consulting_activity_large_model,insurance_monthly,5000
private_aviation_consulting_activity_large_model,revenue_growth_rate,5
private_aviation_consulting_activity_large_model,cogs_ratio,35
private_aviation_consulting_activity_large_model,vat_rate,15
private_aviation_consulting_activity_large_model,corporate_tax_rate,20
private_aviation_consulting_activity_large_model,annual_depreciation_rate,10
private_aviation_consulting_activity_large_model,working_capital_days,30
private_aviation_consulting_activity_large_model,discount_rate,10
private_aviation_consulting_activity_large_model,loan_ratio,50
private_aviation_consulting_activity_large_model,interest_rate,8
private_aviation_consulting_activity_large_model,loan_term_years,5
private_aviation_maintenance_activity_small_model,rent_monthly,5000
private_aviation_maintenance_activity_small_model,salaries_monthly,15000
private_aviation_maintenance_activity_small_model,marketing_monthly,2000
private_aviation_maintenance_activity_small_model,utilities_monthly,1000
private_aviation_maintenance_activity_small_model,insurance_monthly,800
private_aviation_maintenance_activity_small_model,revenue_growth_rate,5
private_aviation_maintenance_activity_small_model,cogs_ratio,35
private_aviation_maintenance_activity_small_model,vat_rate,15
private_aviation_maintenance_activity_small_model,corporate_tax_rate,20
private_aviation_maintenance_activity_small_model,annual_depreciation_rate,10
private_aviation_maintenance_activity_small_model,working_capital_days,30
private_aviation_maintenance_activity_small_model,discount_rate,10
private_aviation_maintenance_activity_small_model,loan_ratio,50
private_aviation_maintenance_activity_small_model,interest_rate,8
private_aviation_maintenance_activity_small_model,loan_term_years,5
private_aviation_maintenance_activity_medium_model,rent_monthly,15000
private_aviation_maintenance_activity_medium_model,salaries_monthly,45000
private_aviation_maintenance_activity_medium_model,marketing_monthly,6000
private_aviation_maintenance_activity_medium_model,utilities_monthly,3000
private_aviation_maintenance_activity_medium_model,insurance_monthly,2000
private_aviation_maintenance_activity_medium_model,revenue_growth_rate,5
private_aviation_maintenance_activity_medium_model,cogs_ratio,35
private_aviation_maintenance_activity_medium_model,vat_rate,15
private_aviation_maintenance_activity_medium_model,corporate_tax_rate,20
private_aviation_maintenance_activity_medium_model,annual_depreciation_rate,10
private_aviation_maintenance_activity_medium_model,working_capital_days,30
private_aviation_maintenance_activity_medium_model,discount_rate,10
private_aviation_maintenance_activity_medium_model,loan_ratio,50
private_aviation_maintenance_activity_medium_model,interest_rate,8
private_aviation_maintenance_activity_medium_model,loan_term_years,5
private_aviation_maintenance_activity_large_model,rent_monthly,40000
private_aviation_maintenance_activity_large_model,salaries_monthly,120000
private_aviation_maintenance_activity_large_model,marketing_monthly,18000
private_aviation_maintenance_activity_large_model,utilities_monthly,8000
private_aviation_maintenance_activity_large_model,insurance_monthly,5000
private_aviation_maintenance_activity_large_model,revenue_growth_rate,5
private_aviation_maintenance_activity_large_model,cogs_ratio,35
private_aviation_maintenance_activity_large_model,vat_rate,15
private_aviation_maintenance_activity_large_model,corporate_tax_rate,20
private_aviation_maintenance_activity_large_model,annual_depreciation_rate,10
private_aviation_maintenance_activity_large_model,working_capital_days,30
private_aviation_maintenance_activity_large_model,discount_rate,10
private_aviation_maintenance_activity_large_model,loan_ratio,50
private_aviation_maintenance_activity_large_model,interest_rate,8
private_aviation_maintenance_activity_large_model,loan_term_years,5
private_aviation_cleaning_activity_small_model,rent_monthly,5000
private_aviation_cleaning_activity_small_model,salaries_monthly,15000
private_aviation_cleaning_activity_small_model,marketing_monthly,2000
private_aviation_cleaning_activity_small_model,utilities_monthly,1000
private_aviation_cleaning_activity_small_model,insurance_monthly,800
private_aviation_cleaning_activity_small_model,revenue_growth_rate,5
private_aviation_cleaning_activity_small_model,cogs_ratio,35
private_aviation_cleaning_activity_small_model,vat_rate,15
private_aviation_cleaning_activity_small_model,corporate_tax_rate,20
private_aviation_cleaning_activity_small_model,annual_depreciation_rate,10
private_aviation_cleaning_activity_small_model,working_capital_days,30
private_aviation_cleaning_activity_small_model,discount_rate,10
private_aviation_cleaning_activity_small_model,loan_ratio,50
private_aviation_cleaning_activity_small_model,interest_rate,8
private_aviation_cleaning_activity_small_model,loan_term_years,5
private_aviation_cleaning_activity_medium_model,rent_monthly,15000
private_aviation_cleaning_activity_medium_model,salaries_monthly,45000
private_aviation_cleaning_activity_medium_model,marketing_monthly,6000
private_aviation_cleaning_activity_medium_model,utilities_monthly,3000
private_aviation_cleaning_activity_medium_model,insurance_monthly,2000
private_aviation_cleaning_activity_medium_model,revenue_growth_rate,5
private_aviation_cleaning_activity_medium_model,cogs_ratio,35
private_aviation_cleaning_activity_medium_model,vat_rate,15
private_aviation_cleaning_activity_medium_model,corporate_tax_rate,20
private_aviation_cleaning_activity_medium_model,annual_depreciation_rate,10
private_aviation_cleaning_activity_medium_model,working_capital_days,30
private_aviation_cleaning_activity_medium_model,discount_rate,10
private_aviation_cleaning_activity_medium_model,loan_ratio,50
private_aviation_cleaning_activity_medium_model,interest_rate,8
private_aviation_cleaning_activity_medium_model,loan_term_years,5
private_aviation_cleaning_activity_large_model,rent_monthly,40000
private_aviation_cleaning_activity_large_model,salaries_monthly,120000
private_aviation_cleaning_activity_large_model,marketing_monthly,18000
private_aviation_cleaning_activity_large_model,utilities_monthly,8000
private_aviation_cleaning_activity_large_model,insurance_monthly,5000
private_aviation_cleaning_activity_large_model,revenue_growth_rate,5
private_aviation_cleaning_activity_large_model,cogs_ratio,35
private_aviation_cleaning_activity_large_model,vat_rate,15
private_aviation_cleaning_activity_large_model,corporate_tax_rate,20
private_aviation_cleaning_activity_large_model,annual_depreciation_rate,10
private_aviation_cleaning_activity_large_model,working_capital_days,30
private_aviation_cleaning_activity_large_model,discount_rate,10
private_aviation_cleaning_activity_large_model,loan_ratio,50
private_aviation_cleaning_activity_large_model,interest_rate,8
private_aviation_cleaning_activity_large_model,loan_term_years,5
private_aviation_security_activity_small_model,rent_monthly,5000
private_aviation_security_activity_small_model,salaries_monthly,15000
private_aviation_security_activity_small_model,marketing_monthly,2000
private_aviation_security_activity_small_model,utilities_monthly,1000
private_aviation_security_activity_small_model,insurance_monthly,800
private_aviation_security_activity_small_model,revenue_growth_rate,5
private_aviation_security_activity_small_model,cogs_ratio,35
private_aviation_security_activity_small_model,vat_rate,15
private_aviation_security_activity_small_model,corporate_tax_rate,20
private_aviation_security_activity_small_model,annual_depreciation_rate,10
private_aviation_security_activity_small_model,working_capital_days,30
private_aviation_security_activity_small_model,discount_rate,10
private_aviation_security_activity_small_model,loan_ratio,50
private_aviation_security_activity_small_model,interest_rate,8
private_aviation_security_activity_small_model,loan_term_years,5
private_aviation_security_activity_medium_model,rent_monthly,15000
private_aviation_security_activity_medium_model,salaries_monthly,45000
private_aviation_security_activity_medium_model,marketing_monthly,6000
private_aviation_security_activity_medium_model,utilities_monthly,3000
private_aviation_security_activity_medium_model,insurance_monthly,2000
private_aviation_security_activity_medium_model,revenue_growth_rate,5
private_aviation_security_activity_medium_model,cogs_ratio,35
private_aviation_security_activity_medium_model,vat_rate,15
private_aviation_security_activity_medium_model,corporate_tax_rate,20
private_aviation_security_activity_medium_model,annual_depreciation_rate,10
private_aviation_security_activity_medium_model,working_capital_days,30
private_aviation_security_activity_medium_model,discount_rate,10
private_aviation_security_activity_medium_model,loan_ratio,50
private_aviation_security_activity_medium_model,interest_rate,8
private_aviation_security_activity_medium_model,loan_term_years,5
private_aviation_security_activity_large_model,rent_monthly,40000
private_aviation_security_activity_large_model,salaries_monthly,120000
private_aviation_security_activity_large_model,marketing_monthly,18000
private_aviation_security_activity_large_model,utilities_monthly,8000
private_aviation_security_activity_large_model,insurance_monthly,5000
private_aviation_security_activity_large_model,revenue_growth_rate,5
private_aviation_security_activity_large_model,cogs_ratio,35
private_aviation_security_activity_large_model,vat_rate,15
private_aviation_security_activity_large_model,corporate_tax_rate,20
private_aviation_security_activity_large_model,annual_depreciation_rate,10
private_aviation_security_activity_large_model,working_capital_days,30
private_aviation_security_activity_large_model,discount_rate,10
private_aviation_security_activity_large_model,loan_ratio,50
private_aviation_security_activity_large_model,interest_rate,8
private_aviation_security_activity_large_model,loan_term_years,5
hajj_umrah_consulting_activity_small_model,rent_monthly,5000
hajj_umrah_consulting_activity_small_model,salaries_monthly,15000
hajj_umrah_consulting_activity_small_model,marketing_monthly,2000
hajj_umrah_consulting_activity_small_model,utilities_monthly,1000
hajj_umrah_consulting_activity_small_model,insurance_monthly,800
hajj_umrah_consulting_activity_small_model,revenue_growth_rate,5
hajj_umrah_consulting_activity_small_model,cogs_ratio,35
hajj_umrah_consulting_activity_small_model,vat_rate,15
hajj_umrah_consulting_activity_small_model,corporate_tax_rate,20
hajj_umrah_consulting_activity_small_model,annual_depreciation_rate,10
hajj_umrah_consulting_activity_small_model,working_capital_days,30
hajj_umrah_consulting_activity_small_model,discount_rate,10
hajj_umrah_consulting_activity_small_model,loan_ratio,50
hajj_umrah_consulting_activity_small_model,interest_rate,8
hajj_umrah_consulting_activity_small_model,loan_term_years,5
hajj_umrah_consulting_activity_medium_model,rent_monthly,15000
hajj_umrah_consulting_activity_medium_model,salaries_monthly,45000
hajj_umrah_consulting_activity_medium_model,marketing_monthly,6000
hajj_umrah_consulting_activity_medium_model,utilities_monthly,3000
hajj_umrah_consulting_activity_medium_model,insurance_monthly,2000
hajj_umrah_consulting_activity_medium_model,revenue_growth_rate,5
hajj_umrah_consulting_activity_medium_model,cogs_ratio,35
hajj_umrah_consulting_activity_medium_model,vat_rate,15
hajj_umrah_consulting_activity_medium_model,corporate_tax_rate,20
hajj_umrah_consulting_activity_medium_model,annual_depreciation_rate,10
hajj_umrah_consulting_activity_medium_model,working_capital_days,30
hajj_umrah_consulting_activity_medium_model,discount_rate,10
hajj_umrah_consulting_activity_medium_model,loan_ratio,50
hajj_umrah_consulting_activity_medium_model,interest_rate,8
hajj_umrah_consulting_activity_medium_model,loan_term_years,5
hajj_umrah_consulting_activity_large_model,rent_monthly,40000
hajj_umrah_consulting_activity_large_model,salaries_monthly,120000
hajj_umrah_consulting_activity_large_model,marketing_monthly,18000
hajj_umrah_consulting_activity_large_model,utilities_monthly,8000
hajj_umrah_consulting_activity_large_model,insurance_monthly,5000
hajj_umrah_consulting_activity_large_model,revenue_growth_rate,5
hajj_umrah_consulting_activity_large_model,cogs_ratio,35
hajj_umrah_consulting_activity_large_model,vat_rate,15
hajj_umrah_consulting_activity_large_model,corporate_tax_rate,20
hajj_umrah_consulting_activity_large_model,annual_depreciation_rate,10
hajj_umrah_consulting_activity_large_model,working_capital_days,30
hajj_umrah_consulting_activity_large_model,discount_rate,10
hajj_umrah_consulting_activity_large_model,loan_ratio,50
hajj_umrah_consulting_activity_large_model,interest_rate,8
hajj_umrah_consulting_activity_large_model,loan_term_years,5
hajj_umrah_maintenance_activity_small_model,rent_monthly,5000
hajj_umrah_maintenance_activity_small_model,salaries_monthly,15000
hajj_umrah_maintenance_activity_small_model,marketing_monthly,2000
hajj_umrah_maintenance_activity_small_model,utilities_monthly,1000
hajj_umrah_maintenance_activity_small_model,insurance_monthly,800
hajj_umrah_maintenance_activity_small_model,revenue_growth_rate,5
hajj_umrah_maintenance_activity_small_model,cogs_ratio,35
hajj_umrah_maintenance_activity_small_model,vat_rate,15
hajj_umrah_maintenance_activity_small_model,corporate_tax_rate,20
hajj_umrah_maintenance_activity_small_model,annual_depreciation_rate,10
hajj_umrah_maintenance_activity_small_model,working_capital_days,30
hajj_umrah_maintenance_activity_small_model,discount_rate,10
hajj_umrah_maintenance_activity_small_model,loan_ratio,50
hajj_umrah_maintenance_activity_small_model,interest_rate,8
hajj_umrah_maintenance_activity_small_model,loan_term_years,5
hajj_umrah_maintenance_activity_medium_model,rent_monthly,15000
hajj_umrah_maintenance_activity_medium_model,salaries_monthly,45000
hajj_umrah_maintenance_activity_medium_model,marketing_monthly,6000
hajj_umrah_maintenance_activity_medium_model,utilities_monthly,3000
hajj_umrah_maintenance_activity_medium_model,insurance_monthly,2000
hajj_umrah_maintenance_activity_medium_model,revenue_growth_rate,5
hajj_umrah_maintenance_activity_medium_model,cogs_ratio,35
hajj_umrah_maintenance_activity_medium_model,vat_rate,15
hajj_umrah_maintenance_activity_medium_model,corporate_tax_rate,20
