code,name_ar,name_en,region,population,avg_household_income,purchasing_power_index
TN-99-003,ميناء صفاقس,Sfax Port,صفاقس,,,
DZ-99-001,ميناء الجزائر,Algiers Port,الجزائر,,,
DZ-99-002,ميناء وهران,Oran Port,وهران,,,
DZ-99-003,ميناء عنابة,Annaba Port,عنابة,,,
MA-99-001,ميناء طنجة المتوسط,Tanger Med Port,طنجة,,,
MA-99-002,المنطقة الحرة لطنجة المتوسط,Tanger Med Free Zone,طنجة,,,
MA-99-003,ميناء الدار البيضاء,Casablanca Port,الدار البيضاء,,,
MA-99-004,ميناء أكادير,Agadir Port,أكادير,,,
LY-99-001,ميناء طرابلس,Tripoli Port,طرابلس,,,
LY-99-002,ميناء بنغازي,Benghazi Port,بنغازي,,,
LY-99-003,ميناء مصراتة,Misrata Port,مصراتة,,,
SD-99-001,ميناء بورتسودان,Port Sudan Port,بورتسودان,,,
SD-99-002,ميناء سواكن,Suakin Port,سواكن,,,
YE-99-001,ميناء الحديدة,Hodeidah Port,الحديدة,,,
YE-99-002,ميناء عدن,Aden Port,عدن,,,
SO-99-001,ميناء مقديشو,Mogadishu Port,مقديشو,,,
SO-99-002,ميناء بربرة,Berbera Port,بربرة,,,
DJ-99-001,ميناء جيبوتي,Djibouti Port,جيبوتي,,,
DJ-99-002,المنطقة الحرة في جيبوتي,Djibouti Free Zone,جيبوتي,,,
MR-99-001,ميناء نواكشوط,Nouakchott Port,نواكشوط,,,
MR-99-002,ميناء نواذيبو,Nouadhibou Port,نواذيبو,,,
KM-99-001,ميناء موروني,Moroni Port,موروني,,,
DZ-98-001,قسطنطين,Constantine,الجزائر,448374,,
DZ-98-002,سيدي عيسى,Sidi Aissa,الجزائر,215000,,
DZ-98-003,ولاية سيدي بلعباس,Sidi Bel Abbes,الجزائر,212935,,
DZ-98-004,ولاية بسكرة,Biskra,الجزائر,204661,,
DZ-98-005,ولاية تبسة,Tebessa,الجزائر,194461,,
DZ-98-006,ولاية ورقلة,Ouargla,الجزائر,191136,,
DZ-98-007,ولاية تيارت,Tiaret,الجزائر,178915,,
DZ-98-008,ولاية بشار,Bechar,الجزائر,165627,,
DZ-98-009,ولاية سكيكدة,Skikda,الجزائر,163318,,
DZ-98-010,ولاية الجلفة,Djelfa,الجزائر,158679,,
DZ-98-011,ولاية الشلف,Chlef,الجزائر,155134,,
DZ-98-012,برج الكيفان,Bordj el Kiffan,الجزائر,151950,,
DZ-98-013,تقرت,Touggourt,الجزائر,143270,,
DZ-98-014,ميدي,Medea,الجزائر,138355,,
DZ-98-015,ولاية الوادي,El Oued,الجزائر,134699,,
DZ-98-016,ولاية الأغواط,Laghouat,الجزائر,134372,,
DZ-98-017,ولاية المسيلة,M'Sila,الجزائر,132975,,
DZ-98-018,ولاية جيجل,Jijel,الجزائر,131513,,
DZ-98-019,ولاية غليزان,Relizane,الجزائر,130094,,
DZ-98-020,أرمري,Baraki,الجزائر,123101,,
DZ-98-021,ولاية غرداية,Ghardaia,الجزائر,120000,,
DZ-98-022,البرواقية,Berrouaghia,الجزائر,118678,,
DZ-98-023,عين البيضاء,Ain Beida,الجزائر,116064,,
DZ-98-024,بوسعادة,Bou Saada,الجزائر,111787,,
DZ-98-025,ولاية خنشلة,Khenchela,الجزائر,108580,,
DZ-98-026,بريكة,Barika,الجزائر,104388,,
DZ-98-027,مسعد,Messaad,الجزائر,102453,,
DZ-98-028,أفلو,Aflou,الجزائر,102025,,
DZ-98-029,عين وسارة,Ain Oussera,الجزائر,101239,,
DZ-98-030,السانية,Es Senia,الجزائر,96928,,
DZ-98-031,ولاية تمنراست,Tamanrasset,الجزائر,92635,,
DZ-98-032,أرزيو,Arzew,الجزائر,91400,,
DZ-98-033,عين مليلة,Ain M'Lila,الجزائر,88441,,
DZ-98-034,حاسي بحبح,Hassi Bahbah,الجزائر,86421,,
DZ-98-035,ولاية البيض,El Bayadh,الجزائر,85577,,
DZ-98-036,المحمدية,Mohammadia,الجزائر,84700,,
DZ-98-037,خميس مليانة,Khemis Miliana,الجزائر,84574,,
DZ-98-038,الميلية,El Milia,الجزائر,83931,,
DZ-98-039,حامة بوزيان,Hamma Bouziane,الجزائر,83603,,
DZ-98-040,شلغوم العيد,Chelghoum el Aid,الجزائر,82560,,
DZ-98-041,الدار البيضاء,Dar el Beida,الجزائر,81509,,
DZ-98-042,ولاية أم البواقي,Oum el Bouaghi,الجزائر,80359,,
DZ-98-043,السوقر,Sougueur,الجزائر,78956,,
DZ-98-044,طاهر,Taher,الجزائر,78500,,
DZ-98-045,بئر خادم,Birkhadem,الجزائر,77749,,
DZ-98-046,بئر العاتر,Bir el Ater,الجزائر,77727,,
DZ-98-047,خميس الخشنة,Khemis el Khechna,الجزائر,76474,,
DZ-98-048,ولاية عين تموشنت,Ain Temouchent,الجزائر,75558,,
DZ-98-049,الشريعة,Cheria,الجزائر,75344,,
DZ-98-050,ولاية تيسمسيلت,Tissemsilt,الجزائر,75197,,
DZ-98-051,عين ولمان,Ain Oulmene,الجزائر,73831,,
DZ-98-052,جماعة دفاع عن المصالح,Sig,الجزائر,70499,,
DZ-98-053,ميلا,Mila,الجزائر,69052,,
DZ-98-054,ولاية البويرة,Bouira,الجزائر,68545,,
DZ-98-055,ولاية أدرار,Adrar,الجزائر,68276,,
DZ-98-056,دائرة قصر البخاري,Ksar el Boukhari,الجزائر,67813,,
DZ-98-057,بلدية الرغاية,Reghaia,الجزائر,66215,,
DZ-98-058,ولاية عين الدفلى,Ain Defla,الجزائر,65453,,
DZ-98-059,حجوط,Hadjout,الجزائر,65300,,
DZ-98-060,المشرية,Mecheria,الجزائر,65043,,
DZ-98-061,برج منايل,Bordj Menaiel,الجزائر,64820,,
DZ-98-062,وادي ارهيو,Oued Rhiou,الجزائر,64685,,
DZ-98-063,أولاد جلال,Ouled Djellal,الجزائر,63237,,
DZ-98-064,دائرة تغنيف,Tighenif,الجزائر,62210,,
DZ-98-065,الرويبة,Rouiba,الجزائر,61984,,
DZ-98-066,بلدية بابا حسن,Baba Hassen,الجزائر,60000,,
DZ-98-067,مسكيانة,Meskiana,الجزائر,60000,,
DZ-98-068,عين التوتة,Ain Touta,الجزائر,59904,,
DZ-98-069,الأخضرية,Lakhdaria,الجزائر,59746,,
DZ-98-070,سيدي الشحمي,Sidi ech Chahmi,الجزائر,58857,,
DZ-98-071,الرويسات,Rouissat,الجزائر,58112,,
DZ-98-072,العطاف,El Attaf,الجزائر,57737,,
DZ-98-073,بوفاريك,Boufarik,الجزائر,57162,,
DZ-98-074,عزابة,Azzaba,الجزائر,56922,,
DZ-98-075,الشقفة,Chekfa,الجزائر,56447,,
DZ-98-076,بودواو,Boudouaou,الجزائر,56398,,
DZ-98-077,أولاد ايعيش,Oulad Yaich,الجزائر,55719,,
BH-98-001,جد حفص,Jidd Hafs,البحرين,66588,,
BH-98-002,مدينة عيسى,Madinat `Isa,البحرين,61293,,
EG-98-001,شبين القناطر,Shibin al Qanatir,مصر,570868,,
EG-98-002,مركز أبو حمص,Abu Hummus,مصر,569157,,
EG-98-003,سعيد الفيومي,Al Fayyum,مصر,519047,,
EG-98-004,Suez,Suez,مصر,516959,,
EG-98-005,أبو تشت,Abu Tisht,مصر,514535,,
EG-98-006,الفشن,Al Fashn,مصر,512242,,
EG-98-007,المراغة,Al Maraghah,مصر,432678,,
EG-98-008,ليتوبوليس,Awsim,مصر,415735,,
EG-98-009,تالا,Tala,مصر,413839,,
EG-98-010,مدينة السادس من أكتوبر,Madinat as Sadis min Uktubar,مصر,376302,,
EG-98-011,دكرنس,Dikirnis,مصر,372871,,
EG-98-012,مثلث الشهداء,Ash Shuhada',مصر,358486,,
EG-98-013,مركز بركة السبع,Birkat as Sab`,مصر,330847,,
EG-98-014,مركز الوقف,Al Waqf,مصر,301486,,
EG-98-015,مستشفي العجمي التخصصي,Al `Ajami,مصر,300000,,
EG-98-016,المطرية,Al Matariyah,مصر,300000,,
EG-98-017,مركز شبراخيت,Shubrakhit,مصر,295777,,
EG-98-018,مركز كفر صقر,Kafr Saqr,مصر,294765,,
EG-98-019,قلين,Qillin,مصر,284853,,
EG-98-020,جامعة المنيا,Al Minya,مصر,236043,,
EG-98-021,بيلا,Biyala,مصر,231569,,
EG-98-022,ساقلتة,Saqultah,مصر,227719,,
EG-98-023,فرشوط,Farshut,مصر,207547,,
EG-98-024,مركز صدفا,Sidfa,مصر,200977,,
EG-98-025,محافظة بني سويف,Bani Suwayf,مصر,193048,,
EG-98-026,قليوب,Qalyub,مصر,156363,,
EG-98-027,روزيتَا,Rosetta,مصر,125778,,
EG-98-028,محافظة مطروح,Matruh,مصر,108774,,
EG-98-029,مركز البدرشين,Al Badrashayn,مصر,90000,,
EG-98-030,إبشواي,Ibshaway,مصر,86186,,
EG-98-031,مركز ميت سلسيل,Mit Salsil,مصر,79957,,
EG-98-032,بني مزار,Bani Mazar,مصر,79553,,
EG-98-033,مدينة السادات,Madinat as Sadat,مصر,79000,,
EG-98-034,مركز مغاغة,Maghaghah,مصر,75657,,
EG-98-035,أبو تيج,Abu Tij,مصر,70969,,
EG-98-036,كرداسة,Kirdasah,مصر,69317,,
EG-98-037,أبنوب,Abnub,مصر,67526,,
EG-98-038,ههيا,Hihya,مصر,66702,,
EG-98-039,القرين,Al Qurayn,مصر,64453,,
EG-98-040,قسم الشيخ زويد,Ash Shaykh Zuwayd,مصر,64305,,
IQ-98-001,فاموتيدين,Mosul,العراق,1792000,,
IQ-98-002,محافظة السليمانية,As Sulaymaniyah,العراق,878146,,
IQ-98-003,محافظة كربلاء,Karbala',العراق,690100,,
IQ-98-004,محافظة دهوك,Dahuk,العراق,330600,,
IQ-98-005,الشامية,Ash Shamiyah,العراق,300000,,
IQ-98-006,الشطرة,Ash Shatrah,العراق,254000,,
IQ-98-007,ملعب الفلوجة,Al Fallujah,العراق,250884,,
IQ-98-008,كلار,Kalar,العراق,250000,,
IQ-98-009,ملعب السماوة,As Samawah,العراق,215000,,
IQ-98-010,عقرة,`Aqrah,العراق,212000,,
IQ-98-011,أبو غريب,Abu Ghurayb,العراق,189000,,
IQ-98-012,غماس,Nahiyat Ghammas,العراق,140000,,
IQ-98-013,طوز خورماتو,Tuz Khurmatu,العراق,119000,,
IQ-98-014,قلعة سكر,Qal`at Sukkar,العراق,110000,,
IQ-98-015,الفاو,Al Faw,العراق,105080,,
IQ-98-016,الدجيل,Ad Dujayl,العراق,100000,,
IQ-98-017,رواندز,Rawanduz,العراق,95089,,
IQ-98-018,القاسم,Imam Qasim,العراق,81500,,
IQ-98-019,مطار تلعفر العسكري,Tall `Afar,العراق,80000,,
IQ-98-020,الصويرة,As Suwayrah,العراق,77200,,
IQ-98-021,القائم,Al Qa'im,العراق,74100,,
IQ-98-022,سيميل,Saymayl,العراق,71557,,
IQ-98-023,النعمانية,An Nu`maniyah,العراق,71000,,
IQ-98-024,الزبيدية,Az Zubaydiyah,العراق,70000,,
IQ-98-025,قلة الصفيحات المحدثة بالهيبارين,Hit,العراق,66700,,
IQ-98-026,جمجمال,Jamjamal,العراق,65300,,
IQ-98-027,التجمع الوطني الديمقراطي,Balad,العراق,62817,,
IQ-98-028,بيجي,Bayji,العراق,60000,,
IQ-98-029,العزيزية,Al `Aziziyah,العراق,44868,,
IQ-98-030,الهاشمية,Al Hashimiyah,العراق,37300,,
IQ-98-031,بهرز,Buhriz,العراق,35400,,
IQ-98-032,كفري,Kifri,العراق,32870,,
IQ-98-033,نادي جلولاء,Jalawla',العراق,30000,,
JO-98-001,عَمَّان,Amman,الأردن,4007526,,
JO-98-002,مركز الزرقا,Az Zarqa',الأردن,481300,,
JO-98-003,الجويدة,Al Juwayyidah,الأردن,176400,,
JO-98-004,صحابة,Sahab,الأردن,169434,,
JO-98-005,لواء قصبة عجلون,`Ajlun,الأردن,148870,,
JO-98-006,لواء الجيزة,Al Jizah,الأردن,110097,,
JO-98-007,مادبا,Madaba,الأردن,84600,,
JO-98-008,محافظة جرش,Jarash,الأردن,50745,,
JO-98-009,مديرية الحصن,Al Hisn,الأردن,35085,,
JO-98-010,الطرة,At Turrah,الأردن,34948,,
KW-98-001,مدينة الكويت,Kuwait City,الكويت,2989000,,
KW-98-002,محافظة الجهراء,Al Jahra',الكويت,393432,,
KW-98-003,الرقة,Ar Riqqah,الكويت,56554,,
LB-98-001,جونيه,Jounie,لبنان,102221,,
LB-98-002,إطار هواء,Tyre,لبنان,60000,,
LB-98-003,البترون,Batroun,لبنان,45000,,
LB-98-004,جبيل,Jbail,لبنان,40000,,
LB-98-005,شمسطار,Chmistar,لبنان,30000,,
LY-98-001,أجدابيا,Ajdabiya,ليبيا,416000,,
LY-98-002,محافظة البيضاء,Al Bayda',ليبيا,250000,,
LY-98-003,غريان,Gharyan,ليبيا,187854,,
LY-98-004,المرج,Al Marj,ليبيا,169540,,
LY-98-005,طبرق,Tobruk,ليبيا,135832,,
LY-98-006,الجميلية,Al Jumayl,ليبيا,102000,,
LY-98-007,ميناء درنة,Darnah,ليبيا,90000,,
LY-98-008,جنزور,Janzur,ليبيا,88073,,
LY-98-009,زوارة,Zuwarah,ليبيا,80310,,
LY-98-010,شعبية سرت,Surt,ليبيا,76788,,
LY-98-011,يفرن,Yafran,ليبيا,72662,,
LY-98-012,نالوت,Nalut,ليبيا,66609,,
LY-98-013,بني وليد,Bani Walid,ليبيا,50824,,
LY-98-014,شعبية تاجوراء والنواحي الأربع,Tajura',ليبيا,48836,,
LY-98-015,براك,Birak,ليبيا,45421,,
MR-98-001,دار النعيم,Dar Naim,موريتانيا,144043,,
MR-98-002,الزويرات,Zouerate,موريتانيا,62380,,
MR-98-003,قصر,Ksar,موريتانيا,43531,,
MA-98-001,وجدة-أنجاد,Oujda-Angad,المغرب,614000,,
MA-98-002,صافي,Safi,المغرب,323888,,
MA-98-003,تاوريرت,Taourirt,المغرب,321876,,
MA-98-004,إقليم خنيفرة,Khenifra,المغرب,228567,,
MA-98-005,الجديدة,El Jadid,المغرب,220181,,
MA-98-006,أيت ملول,Ait Melloul,المغرب,210870,,
MA-98-007,بوسكورة,Bouskoura,المغرب,200359,,
MA-98-008,تازة,Taza,المغرب,148406,,
MA-98-009,العرائش,Larache,المغرب,133731,,
MA-98-010,القصر الكبير,Ksar El Kebir,المغرب,124701,,
MA-98-011,الصخيرات,Skhirate,المغرب,122705,,
MA-98-012,بني يخلف,Beni Yakhlef,المغرب,117653,,
MA-98-013,سيدي يحيى زعير,Sidi Yahya Zaer,المغرب,116649,,
MA-98-014,بن جرير,Ben Guerir,المغرب,114872,,
MA-98-015,مولاي عبد الله,Moulay Abdallah,المغرب,103993,,
MA-98-016,أولاد تايمة,Oulad Teima,المغرب,100284,,
MA-98-017,عين العودة,Ain El Aouda,المغرب,98502,,
MA-98-018,الرشيدية,Errachidia,المغرب,97687,,
MA-98-019,سيدي سليمان,Sidi Slimane,المغرب,95114,,
MA-98-020,وادي زم,Oued Zem,المغرب,93776,,
MA-98-021,كزناية,Gueznaia,المغرب,88676,,
MA-98-022,ويسلان,Wislane,المغرب,87910,,
MA-98-023,جرسيف,Guercif,المغرب,80703,,
MA-98-024,سيدي قاسم,Sidi Qacem,المغرب,75037,,
MA-98-025,سيدي بيبي,Sidi Bibi,المغرب,72929,,
MA-98-026,المضيق,M'diq,المغرب,67599,,
MA-98-027,اليوسفية,Youssoufia,المغرب,65669,,
MA-98-028,ميدلت,Midalt,المغرب,62648,,
MA-98-029,عين حرودة,Ain Harrouda,المغرب,60804,,
MA-98-030,المهدية,Mehdya,المغرب,58558,,
MA-98-031,إقليم وزان,Ouezzane,المغرب,57737,,
MA-98-032,إقليم تارودانت,Taroudannt,المغرب,57136,,
MA-98-033,السمارة,Semara,المغرب,57035,,
MA-98-034,تيط مليل,Tit Mellil,المغرب,56019,,
MA-98-035,إقليم سيدي بنور,Sidi Bennour,المغرب,55847,,
MA-98-036,صفرو,Sefrou,المغرب,54163,,
MA-98-037,سيدي محمد الأحمر,Sidi Mohamed Lahmar,المغرب,52679,,
MA-98-038,التمسية,Temsia,المغرب,52663,,
MA-98-039,بني انصار,Beni Enzar,المغرب,50508,,
MA-98-040,تيفلت,Tiflet,المغرب,49918,,
MA-98-041,العروي,Al Aaroui,المغرب,46540,,
MA-98-042,مريرت,Mrirt,المغرب,46285,,
MA-98-043,أورير,Aourir,المغرب,46032,,
MA-98-044,تنغير,Tineghir,المغرب,44239,,
MA-98-045,سيدي بوقنادل,Bouknadel,المغرب,43598,,
MA-98-046,أزمور,Azemmour,المغرب,42098,,
MA-98-047,أزرو,Azrou,المغرب,40808,,
MA-98-048,تمصلوحت,Tameslouht,المغرب,40283,,
MA-98-049,سيدي يحيى الغرب,Sidi Yahia El Gharb,المغرب,39946,,
MA-98-050,إقليم شيشاوة,Chichaoua,المغرب,38452,,
MA-98-051,قصر تابونت,Tabount,المغرب,37465,,
OM-98-001,ولاية بوشر,Bawshar,عمان,383257,,
OM-98-002,مطرة,Matrah,عمان,214901,,
OM-98-003,المضيبي,Al Mudaybi,عمان,115040,,
OM-98-004,قلعة بهلاء,Bahla',عمان,85000,,
OM-98-005,ولاية نزوى,Nizwa,عمان,83544,,
OM-98-006,ولاية قريات,Qurayyat,عمان,63133,,
OM-98-007,ولاية شناص,Shinas,عمان,43312,,
OM-98-008,ولاية إزكي,Izki,عمان,35173,,
QA-98-001,نادي الوكرة,Al Wakrah,قطر,87970,,
QA-98-002,الخور والدخيرة,Al Khawr,قطر,61877,,
SA-98-001,منطقة الرياض,Riyadh,السعودية,7237000,,
SA-98-002,منطقة مكة المكرمة,Mecca,السعودية,2427924,,
SA-98-003,ميدينا,Medina,السعودية,1411599,,
SA-98-004,تابوك,Tabuk,السعودية,886036,,
SA-98-005,الهفوف,Al Hufuf,السعودية,660788,,
SA-98-006,محافظة القطيف,Al Qatif,السعودية,625092,,
SA-98-007,ضليع رشيد,Buraydah,السعودية,467410,,
SA-98-008,الكلية التقنية بحفر الباطن,Hafr al Batin,السعودية,387096,,
SA-98-009,منطقة حائل,Ha'il,السعودية,310897,,
SA-98-010,محافظة القنفذة,Al Qunfudhah,السعودية,300516,,
SA-98-011,المبرز,Al Mubarraz,السعودية,298562,,
SA-98-012,محافظة الخرج,Al Kharj,السعودية,295462,,
SA-98-013,الخوبار,Al Khubar,السعودية,219679,,
SA-98-014,عُنَيْزَة,`Unayzah,السعودية,184600,,
SA-98-015,الحوية,Al Hawiyah,السعودية,148151,,
SA-98-016,منطقة جازان,Jazan,السعودية,127743,,
SA-98-017,مديرية حرض,Harad,السعودية,111214,,
SA-98-018,سيهات,Sayhat,السعودية,84818,,
SA-98-019,منطقة نجران,Najran,السعودية,72038,,
SA-98-020,محافظة بدر,Badr Hunayn,السعودية,63468,,
SA-98-021,رأس تنورة,Ras Tanura,السعودية,62314,,
SA-98-022,محافظة النماص,An Nimas,السعودية,53908,,
SA-98-023,المجاردة,Al Majaridah,السعودية,53629,,
SA-98-024,محافظة شقراء,Shaqra',السعودية,35000,,
SA-98-025,كارقندا,Qara,السعودية,31480,,
SA-98-026,الشنانات,Ash Shinan,السعودية,30441,,
SO-98-001,بارديرا,Baardheere,الصومال,755500,,
SO-98-002,جالكعيو,Gaalkacyo,الصومال,745000,,
SO-98-003,غاروي,Garoowe,الصومال,485000,,
SO-98-004,قرضو,Qardho,الصومال,365000,,
SO-98-005,بورهكبا,Buurhakaba,الصومال,360795,,
SO-98-006,لوق,Luuq,الصومال,134000,,
SO-98-007,جمامة,Jamaame,الصومال,129149,,
SO-98-008,بوالي,Bu'aale,الصومال,115000,,
SO-98-009,جوهر (اسم),Jawhar,الصومال,111308,,
SO-98-010,أفمدو,Afmadow,الصومال,90000,,
SO-98-011,حودر,Xuddur,الصومال,85500,,
SO-98-012,أفين,Ufeyn,الصومال,82850,,
SO-98-013,أفجوي,Afgooye,الصومال,79400,,
SO-98-014,حررطيري,Xarardheere,الصومال,65523,,
SO-98-015,بلد وين,Beledweyne,الصومال,62945,,
SO-98-016,قوريولي,Qoryooley,الصومال,62700,,
SO-98-017,جربهاري,Garbahaarrey,الصومال,43000,,
SD-98-001,الخرطوم بحري,Khartoum North,السودان,936349,,
SD-98-002,مطار الفاشر,El Fasher,السودان,500000,,
SD-98-003,سنغافورة,Singa,السودان,259000,,
SD-98-004,الكرمك,Kurmuk,السودان,250000,,
SD-98-005,الروصيرص,Ar Ruseris,السودان,215857,,
SD-98-006,الدمازين,Ed Damazin,السودان,186051,,
SD-98-007,نهر عطبرة,Atbara,السودان,139768,,
SD-98-008,النهود,An Nuhud,السودان,108008,,
SD-98-009,كرمة البلد,Dongola,السودان,56167,,
SD-98-010,أم روابة,Umm Ruwaba,السودان,55742,,
SD-98-011,أبو حمد,Abu Hamad,السودان,50000,,
SY-98-001,محافظة دير الزور,Dayr az Zawr,سوريا,271800,,
SY-98-002,محافظة الحسكة,Al Hasakah,سوريا,188160,,
SY-98-003,محافظة إدلب,Idlib,سوريا,165000,,
SY-98-004,جرمانا,Jaramana,سوريا,114363,,
SY-98-005,المجلس الوطني لقوى الثورة السلمية,As Salamiyah,سوريا,110683,,
SY-98-006,الحجر الأسود,Al Hajar al Aswad,سوريا,101827,,
SY-98-007,تارتو,Tartus,سوريا,89457,,
SY-98-008,داريا,Darayya,سوريا,84044,,
SY-98-009,مديرية الثورة,Ath Thawrah,سوريا,84000,,
SY-98-010,مديرية جبلة,Jablah,سوريا,75505,,
SY-98-011,القريا,Al Qurayya,سوريا,70680,,
SY-98-012,محافظة السويداء,As Suwayda',سوريا,64730,,
SY-98-013,الشرق الأوسط وشمال إفريقيا,Nawa,سوريا,63676,,
SY-98-014,ناحية مركز الرستن,Ar Rastan,سوريا,61176,,
SY-98-015,خان شيخون,Khan Shaykhun,سوريا,55843,,
SY-98-016,ناحية مركز الميادين,Al Mayadin,سوريا,48922,,
SY-98-017,الشيخ بدر,Ash Shaykh Badr,سوريا,47982,,
SY-98-018,غريسيوفولفين,`Amuda,سوريا,47580,,
SY-98-019,يبرود,Yabrud,سوريا,47136,,
SY-98-020,القصير,Al Qusayr,سوريا,46772,,
SY-98-021,حرستا,Harasta,سوريا,45974,,
SY-98-022,تلبيسة,Tallbisah,سوريا,45853,,
SY-98-023,منطقة عين العرب,`Ayn al `Arab,سوريا,44821,,
SY-98-024,زملكا,Zamalka,سوريا,44661,,
SY-98-025,الكسوة,Al Kiswah,سوريا,43456,,
SY-98-026,تادف,Tadif,سوريا,41786,,
SY-98-027,جيرود,Jayrud,سوريا,39903,,
SY-98-028,سراقب,Saraqib,سوريا,39901,,
SY-98-029,المالكية,Al Malikiyah,سوريا,39000,,
SY-98-030,الغزلانية,Al Ghizlaniyah,سوريا,38473,,
SY-98-031,ها جين,Hajin,سوريا,37935,,
SY-98-032,القريتين,Al Qaryatayn,سوريا,37820,,
SY-98-033,مصياف,Masyaf,سوريا,37109,,
SY-98-034,تلكلخ,Tallkalakh,سوريا,35445,,
SY-98-035,دير حافر,Dayr Hafir,سوريا,35409,,
SY-98-036,صلخد,Salkhad,سوريا,35000,,
SY-98-037,سلحب,Tall Salhab,سوريا,35000,,
SY-98-038,طفس,Tafas,سوريا,32236,,
SY-98-039,صافيتا,Safita,سوريا,32213,,
SY-98-040,جاسم,Jasim,سوريا,31683,,
SY-98-041,أعزاز,I`zaz,سوريا,31534,,
SY-98-042,أنخل,Inkhil,سوريا,31258,,
SY-98-043,الرحيبة,Ar Ruhaybah,سوريا,30450,,
SY-98-044,كفرنبل,Kafr Nubl,سوريا,30000,,
TN-98-001,قابس,Gabes,تونس,167863,,
TN-98-002,سكرة، تونس,Sukrah,تونس,153307,,
TN-98-003,اريانا,Ariana,تونس,123079,,
TN-98-004,ولاية القصرين,Kasserine,تونس,108794,,
TN-98-005,بوتلي,Monastir,تونس,107127,,
TN-98-006,مساكن,Msaken,تونس,89745,,
TN-98-007,بنقردان,Ben Gardane,تونس,87404,,
TN-98-008,حومة السوق,Houmt Souk,تونس,84494,,
TN-98-009,ولاية مدنين,Medenine,تونس,79406,,
TN-98-010,فوشانة,Fouchana,تونس,74868,,
TN-98-011,الكرم,Le Kram,تونس,74132,,
TN-98-012,باردو,Le Bardo,تونس,73953,,
TN-98-013,ولاية تطاوين,Tataouine,تونس,70224,,
TN-98-014,وادي ليلي,Oued Lill,تونس,66100,,
TN-98-015,ميدون,Midoun,تونس,63528,,
TN-98-016,قليبية,Kelibia,تونس,62993,,
TN-98-017,منزل تميم,Menzel Temime,تونس,61489,,
TN-98-018,قصر هلال,Ksar Hellal,تونس,55415,,
TN-98-019,معتمدية بئر علي بن خليفة,Bir Ali Ben Khalifa,تونس,54143,,
TN-98-020,دار شعبان الفهري,Dar Chabanne,تونس,52406,,
TN-98-021,ولاية سيدي بوزيد,Sidi Bouzid,تونس,52339,,
TN-98-022,حمام سوسة,Hammam Sousse,تونس,47520,,
TN-98-023,الحامة,El Hamma,تونس,47000,,
TN-98-024,حلق الوادي,La Goulette,تونس,45711,,
TN-98-025,الجديدة,Jedeida,تونس,45000,,
TN-98-026,طبلبة,Teboulba,تونس,41731,,
TN-98-027,سبيطلة,Sbeitla,تونس,38895,,
TN-98-028,قصور الساف,Ksour Essaf,تونس,37683,,
TN-98-029,الزهراء,Ez Zahra,تونس,36298,,
TN-98-030,القصر,El Ksar,تونس,33729,,
TN-98-031,ماطر,Mateur,تونس,32546,,
TN-98-032,أكودة,Akouda,تونس,31938,,
TN-98-033,بني خيار,Beni Khiar,تونس,30036,,
AE-98-001,أبو ظبي,Abu Dhabi,الإمارات,1483000,,
YE-98-001,فيروسات غدانية,Aden,اليمن,863000,,
YE-98-002,محافظة تعز,Ta`izz,اليمن,458789,,
YE-98-003,محافظة الحديدة,Al Hudaydah,اليمن,404062,,
YE-98-004,محافظة إب,Ibb,اليمن,234837,,
YE-98-005,محافظة ذمار,Dhamar,اليمن,146346,,
YE-98-006,المسراخ,Al Misrakh,اليمن,112653,,
YE-98-007,مديرية سيئون,Say'un,اليمن,68747,,
YE-98-008,عزلة الشحر,Ash Shihr,اليمن,68313,,
YE-98-009,مديرية تريم,Tarim,اليمن,58523,,
YE-98-010,محافظة حجة,Hajjah,اليمن,53887,,
YE-98-011,مديرية التواهي,At Tawahi,اليمن,52984,,
YE-98-012,زبيد,Zabid,اليمن,50781,,
YE-98-013,مديرية يريم,Yarim,اليمن,46964,,
YE-98-014,مديرية باجل,Bajil,اليمن,46005,,
YE-98-015,مديرية بيت الفقيه,Bayt al Faqih,اليمن,41652,,
YE-98-016,مدينة القاعده,Al Qa`idah,اليمن,39254,,
YE-98-017,محافظة البيضاء,Al Bayda',اليمن,37821,,
YE-98-018,محافظة لحج,Lahij,اليمن,30661,,
