activity_code,code,name_ar,name_en,description,sort_order
ecommerce_ecommerce_activity,ecommerce_ecommerce_activity_medium,التجارة الإلكترونية متوسط,Medium E-Commerce,Medium scale operation,515
ecommerce_ecommerce_activity,ecommerce_ecommerce_activity_large,التجارة الإلكترونية كبير,Large E-Commerce,Large scale operation,516
ecommerce_import_export_activity,ecommerce_import_export_activity_small,الاستيراد والتصدير صغير,Small Import & Export,Small scale operation,517
ecommerce_import_export_activity,ecommerce_import_export_activity_medium,الاستيراد والتصدير متوسط,Medium Import & Export,Medium scale operation,518
ecommerce_import_export_activity,ecommerce_import_export_activity_large,الاستيراد والتصدير كبير,Large Import & Export,Large scale operation,519
public_services_public_services_activity,public_services_public_services_activity_small,الخدمات العامة صغير,Small Public Services,Small scale operation,520
public_services_public_services_activity,public_services_public_services_activity_medium,الخدمات العامة متوسط,Medium Public Services,Medium scale operation,521
public_services_public_services_activity,public_services_public_services_activity_large,الخدمات العامة كبير,Large Public Services,Large scale operation,522
public_services_consulting_activity,public_services_consulting_activity_small,الاستشارات الحكومية صغير,Small Government Consulting,Small scale operation,523
public_services_consulting_activity,public_services_consulting_activity_medium,الاستشارات الحكومية متوسط,Medium Government Consulting,Medium scale operation,524
public_services_consulting_activity,public_services_consulting_activity_large,الاستشارات الحكومية كبير,Large Government Consulting,Large scale operation,525
public_services_facilities_activity,public_services_facilities_activity_small,إدارة المرافق صغير,Small Facilities Management,Small scale operation,526
public_services_facilities_activity,public_services_facilities_activity_medium,إدارة المرافق متوسط,Medium Facilities Management,Medium scale operation,527
public_services_facilities_activity,public_services_facilities_activity_large,إدارة المرافق كبير,Large Facilities Management,Large scale operation,528
public_services_digital_activity,public_services_digital_activity_small,التحول الرقمي صغير,Small Digital Transformation,Small scale operation,529
public_services_digital_activity,public_services_digital_activity_medium,التحول الرقمي متوسط,Medium Digital Transformation,Medium scale operation,530
public_services_digital_activity,public_services_digital_activity_large,التحول الرقمي كبير,Large Digital Transformation,Large scale operation,531
facilities_management_software_activity,facilities_management_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,532
facilities_management_software_activity,facilities_management_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,533
facilities_management_software_activity,facilities_management_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,534
facilities_management_hardware_activity,facilities_management_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,535
facilities_management_hardware_activity,facilities_management_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,536
facilities_management_hardware_activity,facilities_management_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,537
facilities_management_it_services_activity,facilities_management_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,538
facilities_management_it_services_activity,facilities_management_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,539
facilities_management_it_services_activity,facilities_management_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,540
facilities_management_telecom_activity,facilities_management_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,541
facilities_management_telecom_activity,facilities_management_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,542
facilities_management_telecom_activity,facilities_management_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,543
consulting_consulting_activity,consulting_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,544
consulting_consulting_activity,consulting_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,545
consulting_consulting_activity,consulting_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,546
consulting_maintenance_activity,consulting_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,547
consulting_maintenance_activity,consulting_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,548
consulting_maintenance_activity,consulting_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,549
consulting_cleaning_activity,consulting_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,550
consulting_cleaning_activity,consulting_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,551
consulting_cleaning_activity,consulting_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,552
consulting_security_activity,consulting_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,553
consulting_security_activity,consulting_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,554
consulting_security_activity,consulting_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,555
commercial_brokerage_consulting_activity,commercial_brokerage_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,556
commercial_brokerage_consulting_activity,commercial_brokerage_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,557
commercial_brokerage_consulting_activity,commercial_brokerage_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,558
commercial_brokerage_maintenance_activity,commercial_brokerage_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,559
commercial_brokerage_maintenance_activity,commercial_brokerage_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,560
commercial_brokerage_maintenance_activity,commercial_brokerage_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,561
commercial_brokerage_cleaning_activity,commercial_brokerage_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,562
commercial_brokerage_cleaning_activity,commercial_brokerage_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,563
commercial_brokerage_cleaning_activity,commercial_brokerage_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,564
commercial_brokerage_security_activity,commercial_brokerage_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,565
commercial_brokerage_security_activity,commercial_brokerage_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,566
commercial_brokerage_security_activity,commercial_brokerage_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,567
insurance_agent_banking_activity,insurance_agent_banking_activity_small,الخدمات المصرفية صغير,Small Banking Services,Small scale operation,568
insurance_agent_banking_activity,insurance_agent_banking_activity_medium,الخدمات المصرفية متوسط,Medium Banking Services,Medium scale operation,569
insurance_agent_banking_activity,insurance_agent_banking_activity_large,الخدمات المصرفية كبير,Large Banking Services,Large scale operation,570
insurance_agent_insurance_activity,insurance_agent_insurance_activity_small,التأمين صغير,Small Insurance,Small scale operation,571
insurance_agent_insurance_activity,insurance_agent_insurance_activity_medium,التأمين متوسط,Medium Insurance,Medium scale operation,572
insurance_agent_insurance_activity,insurance_agent_insurance_activity_large,التأمين كبير,Large Insurance,Large scale operation,573
insurance_agent_fintech_activity,insurance_agent_fintech_activity_small,التقنية المالية صغير,Small Fintech,Small scale operation,574
insurance_agent_fintech_activity,insurance_agent_fintech_activity_medium,التقنية المالية متوسط,Medium Fintech,Medium scale operation,575
insurance_agent_fintech_activity,insurance_agent_fintech_activity_large,التقنية المالية كبير,Large Fintech,Large scale operation,576
insurance_agent_investment_activity,insurance_agent_investment_activity_small,الاستثمار صغير,Small Investment,Small scale operation,577
insurance_agent_investment_activity,insurance_agent_investment_activity_medium,الاستثمار متوسط,Medium Investment,Medium scale operation,578
insurance_agent_investment_activity,insurance_agent_investment_activity_large,الاستثمار كبير,Large Investment,Large scale operation,579
insurance_broker_banking_activity,insurance_broker_banking_activity_small,الخدمات المصرفية صغير,Small Banking Services,Small scale operation,580
insurance_broker_banking_activity,insurance_broker_banking_activity_medium,الخدمات المصرفية متوسط,Medium Banking Services,Medium scale operation,581
insurance_broker_banking_activity,insurance_broker_banking_activity_large,الخدمات المصرفية كبير,Large Banking Services,Large scale operation,582
insurance_broker_insurance_activity,insurance_broker_insurance_activity_small,التأمين صغير,Small Insurance,Small scale operation,583
insurance_broker_insurance_activity,insurance_broker_insurance_activity_medium,التأمين متوسط,Medium Insurance,Medium scale operation,584
insurance_broker_insurance_activity,insurance_broker_insurance_activity_large,التأمين كبير,Large Insurance,Large scale operation,585
insurance_broker_fintech_activity,insurance_broker_fintech_activity_small,التقنية المالية صغير,Small Fintech,Small scale operation,586
insurance_broker_fintech_activity,insurance_broker_fintech_activity_medium,التقنية المالية متوسط,Medium Fintech,Medium scale operation,587
insurance_broker_fintech_activity,insurance_broker_fintech_activity_large,التقنية المالية كبير,Large Fintech,Large scale operation,588
insurance_broker_investment_activity,insurance_broker_investment_activity_small,الاستثمار صغير,Small Investment,Small scale operation,589
insurance_broker_investment_activity,insurance_broker_investment_activity_medium,الاستثمار متوسط,Medium Investment,Medium scale operation,590
insurance_broker_investment_activity,insurance_broker_investment_activity_large,الاستثمار كبير,Large Investment,Large scale operation,591
human_resources_consulting_activity,human_resources_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,592
human_resources_consulting_activity,human_resources_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,593
human_resources_consulting_activity,human_resources_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,594
human_resources_maintenance_activity,human_resources_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,595
human_resources_maintenance_activity,human_resources_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,596
human_resources_maintenance_activity,human_resources_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,597
human_resources_cleaning_activity,human_resources_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,598
human_resources_cleaning_activity,human_resources_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,599
human_resources_cleaning_activity,human_resources_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,600
human_resources_security_activity,human_resources_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,601
human_resources_security_activity,human_resources_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,602
human_resources_security_activity,human_resources_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,603
energy_renewable_activity,energy_renewable_activity_small,الطاقة المتجددة صغير,Small Renewable Energy,Small scale operation,604
energy_renewable_activity,energy_renewable_activity_medium,الطاقة المتجددة متوسط,Medium Renewable Energy,Medium scale operation,605
energy_renewable_activity,energy_renewable_activity_large,الطاقة المتجددة كبير,Large Renewable Energy,Large scale operation,606
energy_oil_gas_activity,energy_oil_gas_activity_small,النفط والغاز صغير,Small Oil & Gas,Small scale operation,607
energy_oil_gas_activity,energy_oil_gas_activity_medium,النفط والغاز متوسط,Medium Oil & Gas,Medium scale operation,608
energy_oil_gas_activity,energy_oil_gas_activity_large,النفط والغاز كبير,Large Oil & Gas,Large scale operation,609
energy_utilities_activity,energy_utilities_activity_small,الخدمات العامة صغير,Small Utilities,Small scale operation,610
energy_utilities_activity,energy_utilities_activity_medium,الخدمات العامة متوسط,Medium Utilities,Medium scale operation,611
energy_utilities_activity,energy_utilities_activity_large,الخدمات العامة كبير,Large Utilities,Large scale operation,612
energy_efficiency_activity,energy_efficiency_activity_small,كفاءة الطاقة صغير,Small Energy Efficiency,Small scale operation,613
energy_efficiency_activity,energy_efficiency_activity_medium,كفاءة الطاقة متوسط,Medium Energy Efficiency,Medium scale operation,614
energy_efficiency_activity,energy_efficiency_activity_large,كفاءة الطاقة كبير,Large Energy Efficiency,Large scale operation,615
automotive_consulting_activity,automotive_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,616
automotive_consulting_activity,automotive_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,617
automotive_consulting_activity,automotive_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,618
automotive_maintenance_activity,automotive_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,619
automotive_maintenance_activity,automotive_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,620
automotive_maintenance_activity,automotive_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,621
automotive_cleaning_activity,automotive_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,622
automotive_cleaning_activity,automotive_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,623
automotive_cleaning_activity,automotive_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,624
automotive_security_activity,automotive_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,625
automotive_security_activity,automotive_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,626
automotive_security_activity,automotive_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,627
heavy_equipment_consulting_activity,heavy_equipment_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,628
heavy_equipment_consulting_activity,heavy_equipment_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,629
heavy_equipment_consulting_activity,heavy_equipment_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,630
heavy_equipment_maintenance_activity,heavy_equipment_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,631
heavy_equipment_maintenance_activity,heavy_equipment_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,632
heavy_equipment_maintenance_activity,heavy_equipment_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,633
heavy_equipment_cleaning_activity,heavy_equipment_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,634
heavy_equipment_cleaning_activity,heavy_equipment_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,635
heavy_equipment_cleaning_activity,heavy_equipment_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,636
heavy_equipment_security_activity,heavy_equipment_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,637
heavy_equipment_security_activity,heavy_equipment_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,638
heavy_equipment_security_activity,heavy_equipment_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,639
furniture_software_activity,furniture_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,640
furniture_software_activity,furniture_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,641
furniture_software_activity,furniture_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,642
furniture_hardware_activity,furniture_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,643
furniture_hardware_activity,furniture_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,644
furniture_hardware_activity,furniture_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,645
furniture_it_services_activity,furniture_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,646
furniture_it_services_activity,furniture_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,647
furniture_it_services_activity,furniture_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,648
furniture_telecom_activity,furniture_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,649
furniture_telecom_activity,furniture_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,650
furniture_telecom_activity,furniture_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,651
beauty_consulting_activity,beauty_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,652
beauty_consulting_activity,beauty_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,653
beauty_consulting_activity,beauty_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,654
beauty_maintenance_activity,beauty_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,655
beauty_maintenance_activity,beauty_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,656
beauty_maintenance_activity,beauty_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,657
beauty_cleaning_activity,beauty_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,658
beauty_cleaning_activity,beauty_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,659
beauty_cleaning_activity,beauty_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,660
beauty_security_activity,beauty_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,661
beauty_security_activity,beauty_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,662
beauty_security_activity,beauty_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,663
food_beverage_restaurants_activity,food_beverage_restaurants_activity_small,المطاعم صغير,Small Restaurants,Small scale operation,664
food_beverage_restaurants_activity,food_beverage_restaurants_activity_medium,المطاعم متوسط,Medium Restaurants,Medium scale operation,665
food_beverage_restaurants_activity,food_beverage_restaurants_activity_large,المطاعم كبير,Large Restaurants,Large scale operation,666
food_beverage_cafes_activity,food_beverage_cafes_activity_small,المقاهي صغير,Small Cafes,Small scale operation,667
food_beverage_cafes_activity,food_beverage_cafes_activity_medium,المقاهي متوسط,Medium Cafes,Medium scale operation,668
food_beverage_cafes_activity,food_beverage_cafes_activity_large,المقاهي كبير,Large Cafes,Large scale operation,669
food_beverage_catering_activity,food_beverage_catering_activity_small,التموين صغير,Small Catering,Small scale operation,670
food_beverage_catering_activity,food_beverage_catering_activity_medium,التموين متوسط,Medium Catering,Medium scale operation,671
food_beverage_catering_activity,food_beverage_catering_activity_large,التموين كبير,Large Catering,Large scale operation,672
food_beverage_fast_food_activity,food_beverage_fast_food_activity_small,الوجبات السريعة صغير,Small Fast Food,Small scale operation,673
food_beverage_fast_food_activity,food_beverage_fast_food_activity_medium,الوجبات السريعة متوسط,Medium Fast Food,Medium scale operation,674
food_beverage_fast_food_activity,food_beverage_fast_food_activity_large,الوجبات السريعة كبير,Large Fast Food,Large scale operation,675
security_safety_software_activity,security_safety_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,676
security_safety_software_activity,security_safety_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,677
security_safety_software_activity,security_safety_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,678
security_safety_hardware_activity,security_safety_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,679
security_safety_hardware_activity,security_safety_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,680
security_safety_hardware_activity,security_safety_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,681
security_safety_it_services_activity,security_safety_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,682
security_safety_it_services_activity,security_safety_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,683
security_safety_it_services_activity,security_safety_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,684
security_safety_telecom_activity,security_safety_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,685
security_safety_telecom_activity,security_safety_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,686
security_safety_telecom_activity,security_safety_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,687
laboratories_consulting_activity,laboratories_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,688
laboratories_consulting_activity,laboratories_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,689
laboratories_consulting_activity,laboratories_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,690
laboratories_maintenance_activity,laboratories_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,691
laboratories_maintenance_activity,laboratories_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,692
laboratories_maintenance_activity,laboratories_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,693
laboratories_cleaning_activity,laboratories_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,694
laboratories_cleaning_activity,laboratories_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,695
laboratories_cleaning_activity,laboratories_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,696
laboratories_security_activity,laboratories_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,697
laboratories_security_activity,laboratories_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,698
laboratories_security_activity,laboratories_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,699
research_development_residential_activity,research_development_residential_activity_small,السكني صغير,Small Residential,Small scale operation,700
research_development_residential_activity,research_development_residential_activity_medium,السكني متوسط,Medium Residential,Medium scale operation,701
research_development_residential_activity,research_development_residential_activity_large,السكني كبير,Large Residential,Large scale operation,702
research_development_commercial_activity,research_development_commercial_activity_small,التجاري صغير,Small Commercial,Small scale operation,703
research_development_commercial_activity,research_development_commercial_activity_medium,التجاري متوسط,Medium Commercial,Medium scale operation,704
research_development_commercial_activity,research_development_commercial_activity_large,التجاري كبير,Large Commercial,Large scale operation,705
research_development_industrial_activity,research_development_industrial_activity_small,الصناعي صغير,Small Industrial,Small scale operation,706
research_development_industrial_activity,research_development_industrial_activity_medium,الصناعي متوسط,Medium Industrial,Medium scale operation,707
research_development_industrial_activity,research_development_industrial_activity_large,الصناعي كبير,Large Industrial,Large scale operation,708
research_development_brokerage_activity,research_development_brokerage_activity_small,الوساطة العقارية صغير,Small Real Estate Brokerage,Small scale operation,709
research_development_brokerage_activity,research_development_brokerage_activity_medium,الوساطة العقارية متوسط,Medium Real Estate Brokerage,Medium scale operation,710
research_development_brokerage_activity,research_development_brokerage_activity_large,الوساطة العقارية كبير,Large Real Estate Brokerage,Large scale operation,711
sports_economy_events_activity,sports_economy_events_activity_small,الفعاليات صغير,Small Events,Small scale operation,712
sports_economy_events_activity,sports_economy_events_activity_medium,الفعاليات متوسط,Medium Events,Medium scale operation,713
sports_economy_events_activity,sports_economy_events_activity_large,الفعاليات كبير,Large Events,Large scale operation,714
sports_economy_media_activity,sports_economy_media_activity_small,الإعلام صغير,Small Media,Small scale operation,715
sports_economy_media_activity,sports_economy_media_activity_medium,الإعلام متوسط,Medium Media,Medium scale operation,716
sports_economy_media_activity,sports_economy_media_activity_large,الإعلام كبير,Large Media,Large scale operation,717
sports_economy_sports_activity,sports_economy_sports_activity_small,الرياضة صغير,Small Sports,Small scale operation,718
sports_economy_sports_activity,sports_economy_sports_activity_medium,الرياضة متوسط,Medium Sports,Medium scale operation,719
sports_economy_sports_activity,sports_economy_sports_activity_large,الرياضة كبير,Large Sports,Large scale operation,720
sports_economy_tourism_activity,sports_economy_tourism_activity_small,السياحة صغير,Small Tourism,Small scale operation,721
sports_economy_tourism_activity,sports_economy_tourism_activity_medium,السياحة متوسط,Medium Tourism,Medium scale operation,722
sports_economy_tourism_activity,sports_economy_tourism_activity_large,السياحة كبير,Large Tourism,Large scale operation,723
creative_economy_consulting_activity,creative_economy_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,724
creative_economy_consulting_activity,creative_economy_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,725
creative_economy_consulting_activity,creative_economy_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,726
creative_economy_maintenance_activity,creative_economy_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,727
creative_economy_maintenance_activity,creative_economy_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,728
creative_economy_maintenance_activity,creative_economy_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,729
creative_economy_cleaning_activity,creative_economy_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,730
creative_economy_cleaning_activity,creative_economy_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,731
creative_economy_cleaning_activity,creative_economy_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,732
creative_economy_security_activity,creative_economy_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,733
creative_economy_security_activity,creative_economy_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,734
creative_economy_security_activity,creative_economy_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,735
environment_sustainability_software_activity,environment_sustainability_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,736
environment_sustainability_software_activity,environment_sustainability_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,737
environment_sustainability_software_activity,environment_sustainability_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,738
environment_sustainability_hardware_activity,environment_sustainability_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,739
environment_sustainability_hardware_activity,environment_sustainability_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,740
environment_sustainability_hardware_activity,environment_sustainability_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,741
environment_sustainability_it_services_activity,environment_sustainability_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,742
environment_sustainability_it_services_activity,environment_sustainability_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,743
environment_sustainability_it_services_activity,environment_sustainability_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,744
environment_sustainability_telecom_activity,environment_sustainability_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,745
environment_sustainability_telecom_activity,environment_sustainability_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,746
environment_sustainability_telecom_activity,environment_sustainability_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,747
