activity_detail_code,code,name_ar,name_en,size_category,model_type,capex_min,capex_max,revenue_min,revenue_max,employee_count_min,employee_count_max,typical_roi_months,is_published
cold_warehouses_last_mile_activity_medium,cold_warehouses_last_mile_activity_medium_model,نموذج التوصيل الأخير متوسط,Medium Last Mile Delivery Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cold_warehouses_last_mile_activity_large,cold_warehouses_last_mile_activity_large_model,نموذج التوصيل الأخير كبير,Large Last Mile Delivery Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
transport_transport_activity_small,transport_transport_activity_small_model,نموذج النقل صغير,Small Transport Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
transport_transport_activity_medium,transport_transport_activity_medium_model,نموذج النقل متوسط,Medium Transport Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
transport_transport_activity_large,transport_transport_activity_large_model,نموذج النقل كبير,Large Transport Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
transport_warehousing_activity_small,transport_warehousing_activity_small_model,نموذج التخزين صغير,Small Warehousing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
transport_warehousing_activity_medium,transport_warehousing_activity_medium_model,نموذج التخزين متوسط,Medium Warehousing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
transport_warehousing_activity_large,transport_warehousing_activity_large_model,نموذج التخزين كبير,Large Warehousing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
transport_shipping_activity_small,transport_shipping_activity_small_model,نموذج الشحن صغير,Small Shipping Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
transport_shipping_activity_medium,transport_shipping_activity_medium_model,نموذج الشحن متوسط,Medium Shipping Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
transport_shipping_activity_large,transport_shipping_activity_large_model,نموذج الشحن كبير,Large Shipping Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
transport_last_mile_activity_small,transport_last_mile_activity_small_model,نموذج التوصيل الأخير صغير,Small Last Mile Delivery Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
transport_last_mile_activity_medium,transport_last_mile_activity_medium_model,نموذج التوصيل الأخير متوسط,Medium Last Mile Delivery Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
transport_last_mile_activity_large,transport_last_mile_activity_large_model,نموذج التوصيل الأخير كبير,Large Last Mile Delivery Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ports_consulting_activity_small,ports_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ports_consulting_activity_medium,ports_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ports_consulting_activity_large,ports_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ports_maintenance_activity_small,ports_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ports_maintenance_activity_medium,ports_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ports_maintenance_activity_large,ports_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ports_cleaning_activity_small,ports_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ports_cleaning_activity_medium,ports_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ports_cleaning_activity_large,ports_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ports_security_activity_small,ports_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ports_security_activity_medium,ports_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ports_security_activity_large,ports_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
aviation_consulting_activity_small,aviation_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
aviation_consulting_activity_medium,aviation_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
aviation_consulting_activity_large,aviation_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
aviation_maintenance_activity_small,aviation_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
aviation_maintenance_activity_medium,aviation_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
aviation_maintenance_activity_large,aviation_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
aviation_cleaning_activity_small,aviation_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
aviation_cleaning_activity_medium,aviation_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
aviation_cleaning_activity_large,aviation_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
aviation_security_activity_small,aviation_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
aviation_security_activity_medium,aviation_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
aviation_security_activity_large,aviation_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
private_aviation_consulting_activity_small,private_aviation_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
private_aviation_consulting_activity_medium,private_aviation_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
private_aviation_consulting_activity_large,private_aviation_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
private_aviation_maintenance_activity_small,private_aviation_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
private_aviation_maintenance_activity_medium,private_aviation_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
private_aviation_maintenance_activity_large,private_aviation_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
private_aviation_cleaning_activity_small,private_aviation_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
private_aviation_cleaning_activity_medium,private_aviation_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
private_aviation_cleaning_activity_large,private_aviation_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
private_aviation_security_activity_small,private_aviation_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
private_aviation_security_activity_medium,private_aviation_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
private_aviation_security_activity_large,private_aviation_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hajj_umrah_consulting_activity_small,hajj_umrah_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hajj_umrah_consulting_activity_medium,hajj_umrah_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hajj_umrah_consulting_activity_large,hajj_umrah_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hajj_umrah_maintenance_activity_small,hajj_umrah_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hajj_umrah_maintenance_activity_medium,hajj_umrah_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hajj_umrah_maintenance_activity_large,hajj_umrah_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hajj_umrah_cleaning_activity_small,hajj_umrah_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hajj_umrah_cleaning_activity_medium,hajj_umrah_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hajj_umrah_cleaning_activity_large,hajj_umrah_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hajj_umrah_security_activity_small,hajj_umrah_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hajj_umrah_security_activity_medium,hajj_umrah_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hajj_umrah_security_activity_large,hajj_umrah_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
tourism_events_activity_small,tourism_events_activity_small_model,نموذج الفعاليات صغير,Small Events Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
tourism_events_activity_medium,tourism_events_activity_medium_model,نموذج الفعاليات متوسط,Medium Events Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
tourism_events_activity_large,tourism_events_activity_large_model,نموذج الفعاليات كبير,Large Events Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
tourism_media_activity_small,tourism_media_activity_small_model,نموذج الإعلام صغير,Small Media Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
tourism_media_activity_medium,tourism_media_activity_medium_model,نموذج الإعلام متوسط,Medium Media Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
tourism_media_activity_large,tourism_media_activity_large_model,نموذج الإعلام كبير,Large Media Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
tourism_sports_activity_small,tourism_sports_activity_small_model,نموذج الرياضة صغير,Small Sports Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
tourism_sports_activity_medium,tourism_sports_activity_medium_model,نموذج الرياضة متوسط,Medium Sports Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
tourism_sports_activity_large,tourism_sports_activity_large_model,نموذج الرياضة كبير,Large Sports Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
tourism_tourism_activity_small,tourism_tourism_activity_small_model,نموذج السياحة صغير,Small Tourism Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
tourism_tourism_activity_medium,tourism_tourism_activity_medium_model,نموذج السياحة متوسط,Medium Tourism Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
tourism_tourism_activity_large,tourism_tourism_activity_large_model,نموذج السياحة كبير,Large Tourism Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hospitality_software_activity_small,hospitality_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hospitality_software_activity_medium,hospitality_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hospitality_software_activity_large,hospitality_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hospitality_hardware_activity_small,hospitality_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hospitality_hardware_activity_medium,hospitality_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hospitality_hardware_activity_large,hospitality_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hospitality_it_services_activity_small,hospitality_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hospitality_it_services_activity_medium,hospitality_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hospitality_it_services_activity_large,hospitality_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
hospitality_telecom_activity_small,hospitality_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
hospitality_telecom_activity_medium,hospitality_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
hospitality_telecom_activity_large,hospitality_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
entertainment_events_activity_small,entertainment_events_activity_small_model,نموذج الفعاليات صغير,Small Events Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
entertainment_events_activity_medium,entertainment_events_activity_medium_model,نموذج الفعاليات متوسط,Medium Events Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
entertainment_events_activity_large,entertainment_events_activity_large_model,نموذج الفعاليات كبير,Large Events Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
entertainment_media_activity_small,entertainment_media_activity_small_model,نموذج الإعلام صغير,Small Media Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
entertainment_media_activity_medium,entertainment_media_activity_medium_model,نموذج الإعلام متوسط,Medium Media Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
entertainment_media_activity_large,entertainment_media_activity_large_model,نموذج الإعلام كبير,Large Media Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
entertainment_sports_activity_small,entertainment_sports_activity_small_model,نموذج الرياضة صغير,Small Sports Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
entertainment_sports_activity_medium,entertainment_sports_activity_medium_model,نموذج الرياضة متوسط,Medium Sports Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
entertainment_sports_activity_large,entertainment_sports_activity_large_model,نموذج الرياضة كبير,Large Sports Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
entertainment_tourism_activity_small,entertainment_tourism_activity_small_model,نموذج السياحة صغير,Small Tourism Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
entertainment_tourism_activity_medium,entertainment_tourism_activity_medium_model,نموذج السياحة متوسط,Medium Tourism Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
entertainment_tourism_activity_large,entertainment_tourism_activity_large_model,نموذج السياحة كبير,Large Tourism Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
culture_consulting_activity_small,culture_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
culture_consulting_activity_medium,culture_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
culture_consulting_activity_large,culture_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
culture_maintenance_activity_small,culture_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
culture_maintenance_activity_medium,culture_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
culture_maintenance_activity_large,culture_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
culture_cleaning_activity_small,culture_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
culture_cleaning_activity_medium,culture_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
culture_cleaning_activity_large,culture_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
culture_security_activity_small,culture_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
culture_security_activity_medium,culture_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
culture_security_activity_large,culture_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
media_events_activity_small,media_events_activity_small_model,نموذج الفعاليات صغير,Small Events Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
media_events_activity_medium,media_events_activity_medium_model,نموذج الفعاليات متوسط,Medium Events Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
media_events_activity_large,media_events_activity_large_model,نموذج الفعاليات كبير,Large Events Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
media_media_activity_small,media_media_activity_small_model,نموذج الإعلام صغير,Small Media Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
media_media_activity_medium,media_media_activity_medium_model,نموذج الإعلام متوسط,Medium Media Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
media_media_activity_large,media_media_activity_large_model,نموذج الإعلام كبير,Large Media Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
media_sports_activity_small,media_sports_activity_small_model,نموذج الرياضة صغير,Small Sports Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
media_sports_activity_medium,media_sports_activity_medium_model,نموذج الرياضة متوسط,Medium Sports Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
media_sports_activity_large,media_sports_activity_large_model,نموذج الرياضة كبير,Large Sports Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
media_tourism_activity_small,media_tourism_activity_small_model,نموذج السياحة صغير,Small Tourism Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
media_tourism_activity_medium,media_tourism_activity_medium_model,نموذج السياحة متوسط,Medium Tourism Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
media_tourism_activity_large,media_tourism_activity_large_model,نموذج السياحة كبير,Large Tourism Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
advertising_consulting_activity_small,advertising_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
advertising_consulting_activity_medium,advertising_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
advertising_consulting_activity_large,advertising_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
advertising_maintenance_activity_small,advertising_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
advertising_maintenance_activity_medium,advertising_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
advertising_maintenance_activity_large,advertising_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
advertising_cleaning_activity_small,advertising_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
advertising_cleaning_activity_medium,advertising_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
advertising_cleaning_activity_large,advertising_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
advertising_security_activity_small,advertising_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
advertising_security_activity_medium,advertising_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
advertising_security_activity_large,advertising_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
technology_software_activity_small,technology_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
technology_software_activity_medium,technology_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
technology_software_activity_large,technology_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
technology_hardware_activity_small,technology_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
technology_hardware_activity_medium,technology_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
technology_hardware_activity_large,technology_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
technology_it_services_activity_small,technology_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
technology_it_services_activity_medium,technology_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
technology_it_services_activity_large,technology_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
technology_telecom_activity_small,technology_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
technology_telecom_activity_medium,technology_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
technology_telecom_activity_large,technology_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
artificial_intelligence_consulting_activity_small,artificial_intelligence_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
artificial_intelligence_consulting_activity_medium,artificial_intelligence_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
artificial_intelligence_consulting_activity_large,artificial_intelligence_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
artificial_intelligence_maintenance_activity_small,artificial_intelligence_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
artificial_intelligence_maintenance_activity_medium,artificial_intelligence_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
artificial_intelligence_maintenance_activity_large,artificial_intelligence_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
artificial_intelligence_cleaning_activity_small,artificial_intelligence_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
artificial_intelligence_cleaning_activity_medium,artificial_intelligence_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
artificial_intelligence_cleaning_activity_large,artificial_intelligence_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
artificial_intelligence_security_activity_small,artificial_intelligence_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
artificial_intelligence_security_activity_medium,artificial_intelligence_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
artificial_intelligence_security_activity_large,artificial_intelligence_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cybersecurity_software_activity_small,cybersecurity_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cybersecurity_software_activity_medium,cybersecurity_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cybersecurity_software_activity_large,cybersecurity_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cybersecurity_hardware_activity_small,cybersecurity_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cybersecurity_hardware_activity_medium,cybersecurity_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cybersecurity_hardware_activity_large,cybersecurity_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cybersecurity_it_services_activity_small,cybersecurity_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cybersecurity_it_services_activity_medium,cybersecurity_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cybersecurity_it_services_activity_large,cybersecurity_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
